chr	start	end	coverage	methylation_level
chr1	126760	126761	34	0.6162	non-DMR
chr1	126810	126811	32	0.7396	non-DMR
chr1	126826	126827	32	0.4572	non-DMR
chr1	126844	126845	33	0.5614	non-DMR
chr1	126881	126882	34	0.5384	non-DMR
chr1	126920	126921	25	0.6829	non-DMR
chr1	126970	126971	32	0.5565	non-DMR
chr1	127005	127006	22	0.6122	non-DMR
chr1	127034	127035	24	0.4905	non-DMR
chr1	127067	127068	33	0.4528	non-DMR
chr1	127117	127118	31	0.7296	non-DMR
chr1	127125	127126	25	0.6684	non-DMR
chr1	127215	127216	31	0.6905	non-DMR
chr1	127315	127316	30	0.622	non-DMR
chr1	127411	127412	27	0.5753	non-DMR
chr1	127506	127507	32	0.7344	non-DMR
chr1	127524	127525	38	0.5757	flank-DMR
chr1	127533	127534	18	0.2438	good-DMR
chr1	127574	127575	28	0.2019	good-DMR
chr1	127624	127625	29	0.2554	good-DMR
chr1	127653	127654	23	0.2086	good-DMR
chr1	127670	127671	32	0.384	good-DMR
chr1	127720	127721	24	0.3258	good-DMR
chr1	127762	127763	38	0.3852	good-DMR
chr1	127779	127780	32	0.4715	good-DMR
chr1	127807	127808	26	0.3452	good-DMR
chr1	127845	127846	30	0.3838	good-DMR
chr1	127866	127867	21	0.4441	good-DMR
chr1	127882	127883	29	0.3132	good-DMR
chr1	127927	127928	27	0.4437	good-DMR
chr1	127942	127943	32	0.346	good-DMR
chr1	127965	127966	32	0.219	good-DMR
chr1	127988	127989	32	0.2527	good-DMR
chr1	128006	128007	28	0.5679	good-DMR
chr1	128031	128032	37	0.354	good-DMR
chr1	128058	128059	28	0.3646	good-DMR
chr1	128073	128074	26	0.3749	good-DMR
chr1	128107	128108	25	0.3728	good-DMR
chr1	128108	128109	27	0.4236	good-DMR
chr1	128208	128209	31	0.3469	good-DMR
chr1	128305	128306	32	0.2669	good-DMR
chr1	128355	128356	25	0.3375	good-DMR
chr1	128455	128456	31	0.3393	good-DMR
chr1	128555	128556	29	0.2597	good-DMR
chr1	128655	128656	22	0.2685	good-DMR
chr1	128659	128660	26	0.6063	flank-DMR
chr1	128753	128754	22	0.7479	flank-DMR
chr1	128771	128772	23	0.7902	flank-DMR
chr1	128791	128792	33	0.4919	flank-DMR
chr1	128875	128876	24	0.5871	flank-DMR
chr1	128919	128920	32	0.5839	flank-DMR
chr1	128951	128952	31	0.4923	flank-DMR
chr1	129137	129138	25	0.7404	flank-DMR
chr1	129187	129188	31	0.3021	inconsistent-DMR
chr1	129205	129206	28	0.4103	inconsistent-DMR
chr1	129254	129255	24	0.6806	inconsistent-DMR
chr1	129271	129272	20	0.7691	inconsistent-DMR
chr1	129305	129306	32	0.6832	inconsistent-DMR
chr1	129325	129326	24	0.384	inconsistent-DMR
chr1	129351	129352	25	0.4332	inconsistent-DMR
chr1	129366	129367	44	0.349	inconsistent-DMR
chr1	129394	129395	32	0.609	inconsistent-DMR
chr1	129436	129437	31	0.6867	inconsistent-DMR
chr1	129486	129487	35	0.7328	inconsistent-DMR
chr1	129515	129516	29	0.5743	inconsistent-DMR
chr1	129531	129532	34	0.811	inconsistent-DMR
chr1	129576	129577	32	0.4065	inconsistent-DMR
chr1	129612	129613	32	0.4533	inconsistent-DMR
chr1	129640	129641	20	0.7236	inconsistent-DMR
chr1	129663	129664	27	0.4721	inconsistent-DMR
chr1	129671	129672	37	0.5805	inconsistent-DMR
chr1	129771	129772	28	0.4998	inconsistent-DMR
chr1	129871	129872	23	0.7666	inconsistent-DMR
chr1	129931	129932	29	0.9215	inconsistent-DMR
chr1	129998	129999	28	0.6805	inconsistent-DMR
chr1	130085	130086	33	0.3419	inconsistent-DMR
chr1	130135	130136	36	0.5706	inconsistent-DMR
chr1	130233	130234	36	0.831	flank-DMR
chr1	130266	130267	36	0.5517	non-DMR
chr1	130288	130289	26	0.5995	non-DMR
chr1	130336	130337	32	0.5076	non-DMR
chr1	130364	130365	29	0.3531	non-DMR
chr1	130387	130388	29	0.4499	non-DMR
chr1	130437	130438	29	0.6535	non-DMR
chr1	130452	130453	26	0.4755	non-DMR
chr1	130502	130503	26	0.2951	non-DMR
chr1	130552	130553	32	0.4773	non-DMR
chr1	130571	130572	39	0.5414	non-DMR
chr1	130593	130594	25	0.3504	non-DMR
chr1	130610	130611	38	0.636	non-DMR
chr1	130656	130657	36	0.5545	non-DMR
chr1	130678	130679	30	0.661	non-DMR
chr1	130706	130707	31	0.5251	non-DMR
chr1	130747	130748	27	0.5096	non-DMR
chr1	130762	130763	29	0.5232	non-DMR
chr1	130770	130771	40	0.516	non-DMR
chr1	130870	130871	26	0.5739	non-DMR
chr1	130949	130950	33	0.4509	non-DMR
chr1	131004	131005	29	0.4854	non-DMR
chr1	131104	131105	31	0.4253	non-DMR
chr1	131197	131198	29	0.4559	non-DMR
chr1	131255	131256	28	0.4437	non-DMR
chr1	131281	131282	35	0.4576	flank-DMR
chr1	131319	131320	33	0.6632	flank-DMR
chr1	131334	131335	38	0.0	notable-DMR
chr1	131384	131385	31	0.3031	notable-DMR
chr1	131412	131413	29	0.3261	notable-DMR
chr1	131428	131429	32	0.7636	notable-DMR
chr1	131473	131474	29	0.6499	notable-DMR
chr1	131488	131489	28	0.5368	notable-DMR
chr1	131505	131506	35	0.803	notable-DMR
chr1	131535	131536	35	0.019	notable-DMR
chr1	131565	131566	32	0.6715	notable-DMR
chr1	131598	131599	38	0.789	notable-DMR
chr1	131648	131649	26	0.2936	notable-DMR
chr1	131679	131680	17	0.267	notable-DMR
chr1	131701	131702	28	0.0513	notable-DMR
chr1	131723	131724	26	0.848	notable-DMR
chr1	131747	131748	16	0.175	notable-DMR
chr1	131763	131764	41	0.926	notable-DMR
chr1	131803	131804	31	0.561	notable-DMR
chr1	131805	131806	27	0.0	notable-DMR
chr1	131905	131906	31	0.8049	notable-DMR
chr1	132005	132006	26	0.084	notable-DMR
chr1	132105	132106	33	0.7797	notable-DMR
chr1	132155	132156	34	0.4122	notable-DMR
chr1	132239	132240	19	0.008	notable-DMR
chr1	132277	132278	36	0.401	flank-DMR
chr1	132331	132332	33	0.257	flank-DMR
chr1	132345	132346	32	0.827	non-DMR
chr1	132395	132396	25	0.8968	non-DMR
chr1	132445	132446	37	0.8613	non-DMR
chr1	132478	132479	21	0.9129	non-DMR
chr1	132502	132503	32	0.8005	non-DMR
chr1	132552	132553	29	0.6648	non-DMR
chr1	132567	132568	25	0.7948	non-DMR
chr1	132617	132618	33	0.8734	non-DMR
chr1	132667	132668	35	0.7741	non-DMR
chr1	132707	132708	41	0.8951	non-DMR
chr1	132724	132725	32	0.7307	non-DMR
chr1	132774	132775	33	0.8554	non-DMR
chr1	132788	132789	29	0.8684	non-DMR
chr1	132880	132881	34	0.7628	non-DMR
chr1	132936	132937	27	0.826	non-DMR
chr1	132986	132987	23	0.8119	non-DMR
chr1	133086	133087	33	0.8551	non-DMR
chr1	133182	133183	41	0.8306	non-DMR
chr1	133196	133197	28	0.9919	flank-DMR
chr1	133242	133243	32	0.7781	flank-DMR
chr1	133250	133251	32	0.4487	good-DMR
chr1	133280	133281	21	0.7385	good-DMR
chr1	133295	133296	26	0.4956	good-DMR
chr1	133335	133336	27	0.5677	good-DMR
chr1	133384	133385	13	0.7107	good-DMR
chr1	133409	133410	21	0.6784	good-DMR
chr1	133429	133430	32	0.4936	good-DMR
chr1	133479	133480	31	0.6087	good-DMR
chr1	133511	133512	32	0.7068	good-DMR
chr1	133540	133541	22	0.6617	good-DMR
chr1	133569	133570	26	0.5651	good-DMR
chr1	133619	133620	25	0.5548	good-DMR
chr1	133653	133654	28	0.7125	good-DMR
chr1	133690	133691	26	0.6137	good-DMR
chr1	133718	133719	24	0.6347	good-DMR
chr1	133734	133735	34	0.3931	good-DMR
chr1	133817	133818	29	0.5447	good-DMR
chr1	133917	133918	30	0.5281	good-DMR
chr1	133968	133969	30	0.4628	good-DMR
chr1	134068	134069	27	0.6638	good-DMR
chr1	134148	134149	24	0.5464	good-DMR
chr1	134164	134165	32	0.91	flank-DMR
chr1	134186	134187	28	0.9237	flank-DMR
chr1	134284	134285	34	0.8774	flank-DMR
chr1	134306	134307	33	0.7571	flank-DMR
chr1	134418	134419	31	0.8414	flank-DMR
chr1	134454	134455	29	0.7266	flank-DMR
chr1	134538	134539	30	0.9572	flank-DMR
chr1	134594	134595	18	0.9851	flank-DMR
chr1	134612	134613	33	0.6709	flank-DMR
chr1	134622	134623	31	0.0	sub-DMR
chr1	134637	134638	27	0.1046	sub-DMR
chr1	134672	134673	33	0.0706	sub-DMR
chr1	134687	134688	37	0.0322	sub-DMR
chr1	134702	134703	25	0.1452	sub-DMR
chr1	134719	134720	29	0.0675	sub-DMR
chr1	134750	134751	27	0.0149	sub-DMR
chr1	134783	134784	29	0.1405	sub-DMR
chr1	134833	134834	28	0.0	sub-DMR
chr1	134849	134850	24	0.2133	sub-DMR
chr1	134870	134871	17	0.1456	sub-DMR
chr1	134920	134921	32	0.3232	sub-DMR
chr1	134959	134960	32	0.3337	sub-DMR
chr1	134994	134995	28	0.2179	sub-DMR
chr1	135023	135024	28	0.3147	sub-DMR
chr1	135060	135061	21	0.2611	sub-DMR
chr1	135090	135091	30	0.3622	sub-DMR
chr1	135122	135123	27	0.3073	sub-DMR
chr1	135160	135161	30	0.5204	sub-DMR
chr1	135169	135170	32	0.3378	sub-DMR
chr1	135269	135270	26	0.2253	sub-DMR
chr1	135319	135320	21	0.0862	sub-DMR
chr1	135419	135420	24	0.0	sub-DMR
chr1	135493	135494	38	0.0164	sub-DMR
chr1	135593	135594	23	0.1238	sub-DMR
chr1	135643	135644	26	0.0809	sub-DMR
chr1	135793	135794	28	0.0	flank-DMR
chr1	135809	135810	30	0.0513	flank-DMR
chr1	135819	135820	38	0.2493	flank-DMR
chr1	135973	135974	30	0.082	flank-DMR
chr1	136047	136048	24	0.175	flank-DMR
chr1	136057	136058	25	0.6649	good-DMR
chr1	136079	136080	38	0.5505	good-DMR
chr1	136113	136114	33	0.7671	good-DMR
chr1	136146	136147	33	0.6599	good-DMR
chr1	136178	136179	27	0.6542	good-DMR
chr1	136199	136200	28	0.5929	good-DMR
chr1	136214	136215	34	0.5638	good-DMR
chr1	136234	136235	29	0.634	good-DMR
chr1	136279	136280	35	0.7373	good-DMR
chr1	136329	136330	30	0.5399	good-DMR
chr1	136368	136369	29	0.6184	good-DMR
chr1	136393	136394	32	0.6011	good-DMR
chr1	136438	136439	27	0.7078	good-DMR
chr1	136453	136454	35	0.7009	good-DMR
chr1	136483	136484	36	0.6987	good-DMR
chr1	136505	136506	38	0.7568	good-DMR
chr1	136531	136532	28	0.6607	good-DMR
chr1	136554	136555	32	0.7827	good-DMR
chr1	136571	136572	21	0.6482	good-DMR
chr1	136621	136622	31	0.643	good-DMR
chr1	136643	136644	32	0.6442	good-DMR
chr1	136665	136666	42	0.6037	good-DMR
chr1	136693	136694	28	0.754	good-DMR
chr1	136793	136794	24	0.7026	good-DMR
chr1	136893	136894	33	0.7003	good-DMR
chr1	136993	136994	26	0.6844	good-DMR
chr1	137093	137094	30	0.6147	good-DMR
chr1	137143	137144	30	0.5529	good-DMR
chr1	137243	137244	35	0.4686	good-DMR
chr1	137306	137307	25	0.5695	good-DMR
chr1	137320	137321	28	0.7701	flank-DMR
chr1	137406	137407	30	0.8294	flank-DMR
chr1	137408	137409	37	0.913	flank-DMR
chr1	137456	137457	37	0.8227	flank-DMR
chr1	137664	137665	18	0.9301	flank-DMR
chr1	137718	137719	23	0.8602	flank-DMR
chr1	137798	137799	25	0.6836	flank-DMR
chr1	137831	137832	36	0.7037	non-DMR
chr1	137881	137882	26	0.6642	non-DMR
chr1	137931	137932	37	0.6711	non-DMR
chr1	137981	137982	26	0.6286	non-DMR
chr1	138010	138011	23	0.7021	non-DMR
chr1	138034	138035	26	0.6358	non-DMR
chr1	138067	138068	28	0.6478	non-DMR
chr1	138113	138114	30	0.6231	non-DMR
chr1	138163	138164	37	0.5574	non-DMR
chr1	138185	138186	27	0.7224	non-DMR
chr1	138235	138236	33	0.4858	non-DMR
chr1	138268	138269	25	0.7806	non-DMR
chr1	138368	138369	28	0.5598	non-DMR
chr1	138468	138469	42	0.7361	non-DMR
chr1	138568	138569	37	0.6643	non-DMR
chr1	138668	138669	28	0.534	non-DMR
chr1	138686	138687	33	0.784	flank-DMR
chr1	138736	138737	25	0.7383	flank-DMR
chr1	138760	138761	31	0.7014	non-DMR
chr1	138775	138776	37	0.5572	non-DMR
chr1	138803	138804	33	0.6684	non-DMR
chr1	138853	138854	29	0.6639	non-DMR
chr1	138903	138904	21	0.6439	non-DMR
chr1	138933	138934	27	0.4878	non-DMR
chr1	138951	138952	21	0.5176	non-DMR
chr1	138966	138967	28	0.6468	non-DMR
chr1	139013	139014	26	0.597	non-DMR
chr1	139036	139037	30	0.6309	non-DMR
chr1	139077	139078	25	0.6959	non-DMR
chr1	139127	139128	26	0.7196	non-DMR
chr1	139147	139148	29	0.6724	non-DMR
chr1	139172	139173	27	0.6186	non-DMR
chr1	139222	139223	25	0.4536	non-DMR
chr1	139249	139250	26	0.4887	non-DMR
chr1	139289	139290	24	0.5583	non-DMR
chr1	139297	139298	30	0.4163	non-DMR
chr1	139347	139348	30	0.6006	non-DMR
chr1	139447	139448	33	0.5839	non-DMR
chr1	139547	139548	31	0.4994	non-DMR
chr1	139647	139648	27	0.6492	non-DMR
chr1	139747	139748	35	0.7014	non-DMR
chr1	139809	139810	32	0.5443	flank-DMR
chr1	139831	139832	25	0.7847	flank-DMR
chr1	139855	139856	30	0.8337	non-DMR
chr1	139905	139906	29	0.7051	non-DMR
chr1	139923	139924	27	0.6593	non-DMR
chr1	139952	139953	30	0.5117	non-DMR
chr1	139975	139976	32	0.8099	non-DMR
chr1	139999	140000	31	0.7858	non-DMR
chr1	140035	140036	37	0.7435	non-DMR
chr1	140056	140057	29	0.7391	non-DMR
chr1	140104	140105	30	0.7186	non-DMR
chr1	140145	140146	24	0.7105	non-DMR
chr1	140195	140196	24	0.8561	non-DMR
chr1	140245	140246	31	0.623	non-DMR
chr1	140264	140265	30	0.6142	non-DMR
chr1	140288	140289	34	0.5537	non-DMR
chr1	140317	140318	37	0.6921	non-DMR
chr1	140332	140333	28	0.8516	non-DMR
chr1	140344	140345	34	0.6213	non-DMR
chr1	140444	140445	30	0.7234	non-DMR
chr1	140543	140544	27	0.7768	non-DMR
chr1	140637	140638	36	0.7232	non-DMR
chr1	140704	140705	30	0.6696	non-DMR
chr1	140785	140786	36	0.8401	non-DMR
chr1	140815	140816	18	0.8955	flank-DMR
chr1	140821	140822	27	0.2363	good-DMR
chr1	140860	140861	25	0.3603	good-DMR
chr1	140890	140891	27	0.1694	good-DMR
chr1	140915	140916	39	0.3459	good-DMR
chr1	140965	140966	30	0.2417	good-DMR
chr1	140991	140992	33	0.2436	good-DMR
chr1	141041	141042	24	0.1364	good-DMR
chr1	141071	141072	18	0.4486	good-DMR
chr1	141091	141092	27	0.5186	good-DMR
chr1	141106	141107	31	0.3356	good-DMR
chr1	141156	141157	29	0.3166	good-DMR
chr1	141204	141205	24	0.2785	good-DMR
chr1	141249	141250	22	0.2133	good-DMR
chr1	141299	141300	24	0.3366	good-DMR
chr1	141345	141346	27	0.269	good-DMR
chr1	141395	141396	34	0.2529	good-DMR
chr1	141445	141446	22	0.1776	good-DMR
chr1	141529	141530	33	0.4327	good-DMR
chr1	141629	141630	26	0.2415	good-DMR
chr1	141729	141730	25	0.2411	good-DMR
chr1	141829	141830	29	0.2729	good-DMR
chr1	141897	141898	28	0.0	flank-DMR
chr1	141951	141952	22	0.0	flank-DMR
chr1	142019	142020	24	0.2125	flank-DMR
chr1	142123	142124	24	0.0875	flank-DMR
chr1	142157	142158	26	0.0936	flank-DMR
chr1	142203	142204	28	0.6438	non-DMR
chr1	142229	142230	20	0.6251	non-DMR
chr1	142244	142245	27	0.7764	non-DMR
chr1	142272	142273	28	0.7402	non-DMR
chr1	142315	142316	33	0.7447	non-DMR
chr1	142365	142366	32	0.6372	non-DMR
chr1	142380	142381	29	0.539	non-DMR
chr1	142399	142400	34	0.7982	non-DMR
chr1	142428	142429	35	0.6609	non-DMR
chr1	142478	142479	30	0.5638	non-DMR
chr1	142493	142494	27	0.6185	non-DMR
chr1	142509	142510	27	0.7218	non-DMR
chr1	142531	142532	29	0.6387	non-DMR
chr1	142546	142547	34	0.5235	non-DMR
chr1	142561	142562	30	0.8182	non-DMR
chr1	142611	142612	37	0.7775	non-DMR
chr1	142635	142636	36	0.6114	non-DMR
chr1	142655	142656	32	0.7188	non-DMR
chr1	142670	142671	28	0.5653	non-DMR
chr1	142697	142698	29	0.5309	non-DMR
chr1	142718	142719	33	0.6276	non-DMR
chr1	142726	142727	23	0.5903	non-DMR
chr1	142776	142777	24	0.5055	non-DMR
chr1	142865	142866	29	0.6857	non-DMR
chr1	142951	142952	34	0.549	non-DMR
chr1	143051	143052	24	0.8151	non-DMR
chr1	143131	143132	26	0.5955	non-DMR
chr1	143231	143232	26	0.7783	non-DMR
chr1	143243	143244	28	0.6785	flank-DMR
chr1	143253	143254	32	0.4683	good-DMR
chr1	143295	143296	19	0.4507	good-DMR
chr1	143323	143324	30	0.6477	good-DMR
chr1	143341	143342	25	0.3607	good-DMR
chr1	143358	143359	33	0.4336	good-DMR
chr1	143393	143394	34	0.3626	good-DMR
chr1	143440	143441	25	0.5033	good-DMR
chr1	143472	143473	26	0.3841	good-DMR
chr1	143509	143510	35	0.3649	good-DMR
chr1	143551	143552	41	0.4414	good-DMR
chr1	143575	143576	30	0.5305	good-DMR
chr1	143613	143614	32	0.3659	good-DMR
chr1	143652	143653	30	0.401	good-DMR
chr1	143669	143670	27	0.3644	good-DMR
chr1	143702	143703	27	0.3576	good-DMR
chr1	143739	143740	33	0.5786	good-DMR
chr1	143772	143773	30	0.6716	good-DMR
chr1	143872	143873	32	0.3444	good-DMR
chr1	143972	143973	25	0.4013	good-DMR
chr1	144072	144073	35	0.455	good-DMR
chr1	144172	144173	29	0.4226	good-DMR
chr1	144272	144273	34	0.4865	good-DMR
chr1	144282	144283	28	0.0163	flank-DMR
chr1	144326	144327	24	0.2168	flank-DMR
chr1	144386	144387	25	0.1626	flank-DMR
chr1	144436	144437	29	0.0366	flank-DMR
chr1	144518	144519	37	0.2037	flank-DMR
chr1	144734	144735	19	0.1361	flank-DMR
chr1	144742	144743	37	0.0948	flank-DMR
chr1	144768	144769	24	0.2489	flank-DMR
chr1	144773	144774	25	0.813	sub-DMR
chr1	144802	144803	34	0.7327	sub-DMR
chr1	144827	144828	28	0.9437	sub-DMR
chr1	144877	144878	34	0.8701	sub-DMR
chr1	144894	144895	24	0.9247	sub-DMR
chr1	144944	144945	28	0.766	sub-DMR
chr1	144994	144995	34	0.6631	sub-DMR
chr1	145012	145013	31	0.954	sub-DMR
chr1	145027	145028	28	0.8594	sub-DMR
chr1	145062	145063	30	0.8013	sub-DMR
chr1	145093	145094	22	0.846	sub-DMR
chr1	145143	145144	22	0.9311	sub-DMR
chr1	145160	145161	34	0.646	sub-DMR
chr1	145194	145195	33	0.7374	sub-DMR
chr1	145231	145232	33	0.5249	sub-DMR
chr1	145263	145264	34	0.6646	sub-DMR
chr1	145288	145289	29	0.7062	sub-DMR
chr1	145302	145303	30	0.607	sub-DMR
chr1	145402	145403	24	0.7322	sub-DMR
chr1	145452	145453	28	0.6393	sub-DMR
chr1	145552	145553	31	0.7774	sub-DMR
chr1	145626	145627	29	0.6196	sub-DMR
chr1	145676	145677	37	0.8038	sub-DMR
chr1	145728	145729	35	0.7701	sub-DMR
chr1	145820	145821	32	0.756	sub-DMR
chr1	145930	145931	29	0.7739	flank-DMR
chr1	145976	145977	27	0.9241	flank-DMR
chr1	146104	146105	34	0.726	flank-DMR
chr1	146164	146165	25	0.9591	flank-DMR
chr1	146210	146211	20	0.9178	flank-DMR
chr1	146264	146265	25	0.9153	flank-DMR
chr1	146295	146296	27	0.6985	non-DMR
chr1	146322	146323	24	0.7627	non-DMR
chr1	146347	146348	29	0.8023	non-DMR
chr1	146385	146386	24	0.5188	non-DMR
chr1	146408	146409	33	0.7143	non-DMR
chr1	146442	146443	25	0.6982	non-DMR
chr1	146471	146472	31	0.856	non-DMR
chr1	146487	146488	21	0.8922	non-DMR
chr1	146537	146538	23	0.6938	non-DMR
chr1	146562	146563	27	0.8423	non-DMR
chr1	146599	146600	30	0.7418	non-DMR
chr1	146619	146620	38	0.7494	non-DMR
chr1	146634	146635	35	0.7061	non-DMR
chr1	146684	146685	23	0.7201	non-DMR
chr1	146714	146715	29	0.5366	non-DMR
chr1	146747	146748	34	0.7721	non-DMR
chr1	146778	146779	42	0.6547	non-DMR
chr1	146827	146828	41	0.6773	non-DMR
chr1	146927	146928	20	0.5365	non-DMR
chr1	147027	147028	31	0.4956	non-DMR
chr1	147097	147098	25	0.6534	non-DMR
chr1	147186	147187	40	0.7679	non-DMR
chr1	147286	147287	28	0.8496	non-DMR
chr1	147370	147371	36	0.8345	flank-DMR
chr1	147409	147410	28	0.7114	non-DMR
chr1	147435	147436	32	0.716	non-DMR
chr1	147452	147453	25	0.708	non-DMR
chr1	147480	147481	29	0.8475	non-DMR
chr1	147500	147501	34	0.8156	non-DMR
chr1	147518	147519	29	0.7148	non-DMR
chr1	147568	147569	38	0.8161	non-DMR
chr1	147610	147611	31	0.7628	non-DMR
chr1	147629	147630	27	0.7248	non-DMR
chr1	147677	147678	31	0.8763	non-DMR
chr1	147712	147713	24	0.7959	non-DMR
chr1	147738	147739	35	0.8263	non-DMR
chr1	147788	147789	28	0.8675	non-DMR
chr1	147823	147824	37	0.6456	non-DMR
chr1	147873	147874	17	0.6672	non-DMR
chr1	147881	147882	16	0.7554	non-DMR
chr1	147981	147982	39	0.8132	non-DMR
chr1	148033	148034	31	0.817	non-DMR
chr1	148105	148106	22	0.8352	non-DMR
chr1	148205	148206	21	0.8162	non-DMR
chr1	148305	148306	29	0.5959	non-DMR
chr1	148333	148334	27	0.879	flank-DMR
chr1	148389	148390	32	0.6547	flank-DMR
chr1	148399	148400	32	1.0	notable-DMR
chr1	148435	148436	23	1.0	notable-DMR
chr1	148478	148479	25	1.0	notable-DMR
chr1	148520	148521	27	0.269	notable-DMR
chr1	148552	148553	37	0.5503	notable-DMR
chr1	148567	148568	31	0.321	notable-DMR
chr1	148617	148618	34	0.5769	notable-DMR
chr1	148666	148667	30	0.9807	notable-DMR
chr1	148700	148701	29	0.4153	notable-DMR
chr1	148727	148728	30	0.4576	notable-DMR
chr1	148749	148750	16	0.7187	notable-DMR
chr1	148793	148794	34	0.312	notable-DMR
chr1	148808	148809	33	0.9599	notable-DMR
chr1	148844	148845	36	0.662	notable-DMR
chr1	148855	148856	28	0.7203	notable-DMR
chr1	148905	148906	29	0.303	notable-DMR
chr1	149005	149006	28	0.9376	notable-DMR
chr1	149105	149106	29	0.5125	notable-DMR
chr1	149205	149206	30	0.3554	notable-DMR
chr1	149305	149306	30	0.8158	notable-DMR
chr1	149361	149362	30	0.5679	flank-DMR
chr1	149391	149392	34	0.5488	flank-DMR
chr1	149416	149417	28	0.6116	non-DMR
chr1	149466	149467	27	0.7248	non-DMR
chr1	149481	149482	20	0.6179	non-DMR
chr1	149501	149502	24	0.5935	non-DMR
chr1	149532	149533	29	0.534	non-DMR
chr1	149556	149557	31	0.6188	non-DMR
chr1	149571	149572	38	0.7106	non-DMR
chr1	149602	149603	26	0.5422	non-DMR
chr1	149617	149618	21	0.6726	non-DMR
chr1	149667	149668	32	0.6703	non-DMR
chr1	149714	149715	31	0.5774	non-DMR
chr1	149733	149734	20	0.6889	non-DMR
chr1	149759	149760	29	0.6407	non-DMR
chr1	149774	149775	25	0.4814	non-DMR
chr1	149824	149825	27	0.8338	non-DMR
chr1	149856	149857	38	0.4682	non-DMR
chr1	149871	149872	30	0.597	non-DMR
chr1	149896	149897	34	0.5256	non-DMR
chr1	149917	149918	31	0.5618	non-DMR
chr1	150017	150018	29	0.5763	non-DMR
chr1	150117	150118	27	0.6496	non-DMR
chr1	150217	150218	33	0.6517	non-DMR
chr1	150267	150268	36	0.6782	non-DMR
chr1	150367	150368	36	0.5918	non-DMR
chr1	150427	150428	26	0.6342	flank-DMR
chr1	150451	150452	21	0.7066	flank-DMR
chr1	150457	150458	32	0.4997	good-DMR
chr1	150481	150482	29	0.5178	good-DMR
chr1	150521	150522	37	0.6528	good-DMR
chr1	150550	150551	22	0.7611	good-DMR
chr1	150600	150601	38	0.6191	good-DMR
chr1	150615	150616	35	0.5254	good-DMR
chr1	150631	150632	30	0.6197	good-DMR
chr1	150665	150666	31	0.4519	good-DMR
chr1	150680	150681	24	0.4644	good-DMR
chr1	150695	150696	33	0.5587	good-DMR
chr1	150710	150711	27	0.6855	good-DMR
chr1	150741	150742	33	0.3566	good-DMR
chr1	150764	150765	34	0.4639	good-DMR
chr1	150779	150780	31	0.4035	good-DMR
chr1	150811	150812	26	0.5101	good-DMR
chr1	150855	150856	26	0.5146	good-DMR
chr1	150870	150871	34	0.4868	good-DMR
chr1	150898	150899	21	0.5408	good-DMR
chr1	150931	150932	33	0.6598	good-DMR
chr1	150971	150972	22	0.5829	good-DMR
chr1	150986	150987	38	0.5952	good-DMR
chr1	151004	151005	36	0.5852	good-DMR
chr1	151032	151033	32	0.5612	good-DMR
chr1	151061	151062	38	0.5948	good-DMR
chr1	151099	151100	28	0.6637	good-DMR
chr1	151199	151200	29	0.6401	good-DMR
chr1	151276	151277	27	0.4351	good-DMR
chr1	151356	151357	31	0.6419	good-DMR
chr1	151439	151440	21	0.6265	good-DMR
chr1	151489	151490	34	0.5529	good-DMR
chr1	151572	151573	35	0.5186	good-DMR
chr1	151672	151673	30	0.5167	good-DMR
chr1	151722	151723	36	0.6702	good-DMR
chr1	151734	151735	26	0.8928	flank-DMR
chr1	151814	151815	24	0.9026	flank-DMR
chr1	151874	151875	35	0.8351	flank-DMR
chr1	151900	151901	30	0.7308	flank-DMR
chr1	151922	151923	26	0.7751	flank-DMR
chr1	151942	151943	24	0.6929	flank-DMR
chr1	151950	151951	36	0.7522	flank-DMR
chr1	151962	151963	29	0.5033	flank-DMR
chr1	152104	152105	23	0.9077	flank-DMR
chr1	152124	152125	28	0.6665	flank-DMR
chr1	152158	152159	29	0.1437	non-DMR
chr1	152181	152182	26	0.1338	non-DMR
chr1	152202	152203	39	0.1203	non-DMR
chr1	152229	152230	35	0.2046	non-DMR
chr1	152262	152263	37	0.1574	non-DMR
chr1	152306	152307	19	0.1277	non-DMR
chr1	152323	152324	25	0.1796	non-DMR
chr1	152352	152353	26	0.0475	non-DMR
chr1	152402	152403	37	0.1125	non-DMR
chr1	152427	152428	29	0.0489	non-DMR
chr1	152457	152458	26	0.0677	non-DMR
chr1	152476	152477	29	0.061	non-DMR
chr1	152518	152519	40	0.0375	non-DMR
chr1	152539	152540	19	0.0109	non-DMR
chr1	152589	152590	29	0.1846	non-DMR
chr1	152612	152613	35	0.079	non-DMR
chr1	152617	152618	22	0.0209	non-DMR
chr1	152717	152718	33	0.1149	non-DMR
chr1	152817	152818	26	0.1138	non-DMR
chr1	152867	152868	24	0.0228	non-DMR
chr1	152967	152968	30	0.1483	non-DMR
chr1	153067	153068	34	0.0	non-DMR
chr1	153099	153100	31	0.0	flank-DMR
chr1	153112	153113	24	0.1137	non-DMR
chr1	153139	153140	27	0.2432	non-DMR
chr1	153162	153163	31	0.0865	non-DMR
chr1	153208	153209	23	0.2054	non-DMR
chr1	153240	153241	24	0.0745	non-DMR
chr1	153256	153257	24	0.0775	non-DMR
chr1	153289	153290	27	0.1849	non-DMR
chr1	153313	153314	28	0.0409	non-DMR
chr1	153337	153338	35	0.0413	non-DMR
