chr	start	end	coverage	methylation_level
chr1	126826	126827	28	0.5546	non-DMR
chr1	126844	126845	34	0.5988	non-DMR
chr1	126881	126882	35	0.6161	non-DMR
chr1	126920	126921	28	0.5784	non-DMR
chr1	126970	126971	28	0.6478	non-DMR
chr1	127005	127006	33	0.6145	non-DMR
chr1	127034	127035	21	0.4508	non-DMR
chr1	127067	127068	29	0.5408	non-DMR
chr1	127117	127118	32	0.7464	non-DMR
chr1	127125	127126	22	0.7225	non-DMR
chr1	127215	127216	38	0.6457	non-DMR
chr1	127315	127316	21	0.6269	non-DMR
chr1	127411	127412	24	0.6585	non-DMR
chr1	127506	127507	31	0.6278	non-DMR
chr1	127524	127525	37	0.4577	flank-DMR
chr1	127533	127534	31	0.5024	good-DMR
chr1	127574	127575	31	0.5823	good-DMR
chr1	127624	127625	30	0.4229	good-DMR
chr1	127653	127654	26	0.4159	good-DMR
chr1	127670	127671	26	0.5395	good-DMR
chr1	127720	127721	30	0.6332	good-DMR
chr1	127762	127763	30	0.5688	good-DMR
chr1	127779	127780	29	0.7117	good-DMR
chr1	127807	127808	35	0.538	good-DMR
chr1	127845	127846	26	0.5031	good-DMR
chr1	127866	127867	27	0.7366	good-DMR
chr1	127882	127883	35	0.6272	good-DMR
chr1	127927	127928	31	0.6414	good-DMR
chr1	127942	127943	34	0.6544	good-DMR
chr1	127965	127966	30	0.6116	good-DMR
chr1	127988	127989	25	0.7097	good-DMR
chr1	128006	128007	38	0.7354	good-DMR
chr1	128031	128032	30	0.5506	good-DMR
chr1	128058	128059	30	0.6367	good-DMR
chr1	128073	128074	26	0.6423	good-DMR
chr1	128107	128108	28	0.6815	good-DMR
chr1	128108	128109	21	0.7434	good-DMR
chr1	128208	128209	27	0.569	good-DMR
chr1	128305	128306	30	0.4676	good-DMR
chr1	128355	128356	35	0.5548	good-DMR
chr1	128455	128456	27	0.718	good-DMR
chr1	128555	128556	33	0.6762	good-DMR
chr1	128655	128656	20	0.5718	good-DMR
chr1	128659	128660	33	0.5555	flank-DMR
chr1	128753	128754	37	0.5458	flank-DMR
chr1	128771	128772	30	0.8004	flank-DMR
chr1	128791	128792	24	0.5143	flank-DMR
chr1	128875	128876	33	0.5345	flank-DMR
chr1	128919	128920	33	0.547	flank-DMR
chr1	128951	128952	27	0.6789	flank-DMR
chr1	129137	129138	25	0.7578	flank-DMR
chr1	129187	129188	31	0.6658	inconsistent-DMR
chr1	129205	129206	34	0.7266	inconsistent-DMR
chr1	129254	129255	30	0.4086	inconsistent-DMR
chr1	129271	129272	33	0.4656	inconsistent-DMR
chr1	129305	129306	39	0.5728	inconsistent-DMR
chr1	129325	129326	35	0.6212	inconsistent-DMR
chr1	129351	129352	24	0.6801	inconsistent-DMR
chr1	129366	129367	24	0.6792	inconsistent-DMR
chr1	129394	129395	34	0.469	inconsistent-DMR
chr1	129436	129437	35	0.4136	inconsistent-DMR
chr1	129486	129487	29	0.3716	inconsistent-DMR
chr1	129515	129516	31	0.7302	inconsistent-DMR
chr1	129531	129532	28	0.643	inconsistent-DMR
chr1	129576	129577	33	0.7174	inconsistent-DMR
chr1	129612	129613	24	0.6298	inconsistent-DMR
chr1	129640	129641	32	0.5182	inconsistent-DMR
chr1	129663	129664	31	0.6551	inconsistent-DMR
chr1	129671	129672	25	0.8179	inconsistent-DMR
chr1	129771	129772	33	0.7067	inconsistent-DMR
chr1	129871	129872	25	0.523	inconsistent-DMR
chr1	129931	129932	33	0.4825	inconsistent-DMR
chr1	129998	129999	18	0.3992	inconsistent-DMR
chr1	130085	130086	43	0.6158	inconsistent-DMR
chr1	130135	130136	35	0.3318	inconsistent-DMR
chr1	130233	130234	30	0.8746	flank-DMR
chr1	130266	130267	37	0.512	non-DMR
chr1	130288	130289	33	0.6782	non-DMR
chr1	130336	130337	35	0.6654	non-DMR
chr1	130364	130365	33	0.5194	non-DMR
chr1	130387	130388	41	0.3877	non-DMR
chr1	130437	130438	29	0.5169	non-DMR
chr1	130452	130453	33	0.5108	non-DMR
chr1	130502	130503	26	0.376	non-DMR
chr1	130552	130553	26	0.5296	non-DMR
chr1	130571	130572	22	0.5394	non-DMR
chr1	130593	130594	24	0.373	non-DMR
chr1	130610	130611	27	0.5246	non-DMR
chr1	130656	130657	27	0.5479	non-DMR
chr1	130678	130679	33	0.618	non-DMR
chr1	130706	130707	35	0.6361	non-DMR
chr1	130747	130748	35	0.4879	non-DMR
chr1	130762	130763	32	0.5138	non-DMR
chr1	130770	130771	25	0.5501	non-DMR
chr1	130870	130871	30	0.5263	non-DMR
chr1	130949	130950	30	0.5911	non-DMR
chr1	131004	131005	24	0.4046	non-DMR
chr1	131104	131105	26	0.5094	non-DMR
chr1	131197	131198	33	0.4173	non-DMR
chr1	131255	131256	24	0.5142	non-DMR
chr1	131281	131282	30	0.5261	flank-DMR
chr1	131319	131320	24	0.5308	flank-DMR
chr1	131334	131335	28	0.301	notable-DMR
chr1	131384	131385	25	0.164	notable-DMR
chr1	131412	131413	24	0.6392	notable-DMR
chr1	131428	131429	33	0.911	notable-DMR
chr1	131473	131474	14	0.184	notable-DMR
chr1	131488	131489	35	0.345	notable-DMR
chr1	131505	131506	29	0.252	notable-DMR
chr1	131535	131536	36	0.3973	notable-DMR
chr1	131565	131566	33	0.4114	notable-DMR
chr1	131598	131599	17	0.8915	notable-DMR
chr1	131648	131649	20	0.346	notable-DMR
chr1	131679	131680	39	0.979	notable-DMR
chr1	131701	131702	30	0.2021	notable-DMR
chr1	131723	131724	30	0.316	notable-DMR
chr1	131747	131748	27	1.0	notable-DMR
chr1	131763	131764	31	0.429	notable-DMR
chr1	131803	131804	32	0.413	notable-DMR
chr1	131805	131806	20	0.8848	notable-DMR
chr1	131905	131906	26	1.0	notable-DMR
chr1	132005	132006	24	1.0	notable-DMR
chr1	132105	132106	38	0.8256	notable-DMR
chr1	132155	132156	28	0.4798	notable-DMR
chr1	132239	132240	27	0.331	notable-DMR
chr1	132277	132278	33	0.9943	flank-DMR
chr1	132331	132332	28	0.7464	flank-DMR
chr1	132345	132346	28	0.9897	non-DMR
chr1	132395	132396	27	0.9093	non-DMR
chr1	132445	132446	27	0.8751	non-DMR
chr1	132478	132479	21	0.8249	non-DMR
chr1	132502	132503	29	0.8586	non-DMR
chr1	132552	132553	29	0.8384	non-DMR
chr1	132567	132568	19	0.8928	non-DMR
chr1	132617	132618	36	0.9448	non-DMR
chr1	132667	132668	33	0.9367	non-DMR
chr1	132707	132708	23	0.8343	non-DMR
chr1	132724	132725	28	0.7668	non-DMR
chr1	132774	132775	30	0.8657	non-DMR
chr1	132788	132789	28	0.9501	non-DMR
chr1	132880	132881	28	0.7231	non-DMR
chr1	132936	132937	22	0.9077	non-DMR
chr1	132986	132987	37	0.8662	non-DMR
chr1	133086	133087	31	0.9743	non-DMR
chr1	133182	133183	26	0.7393	non-DMR
chr1	133196	133197	31	0.9236	flank-DMR
chr1	133242	133243	30	0.8415	flank-DMR
chr1	133250	133251	31	0.7834	good-DMR
chr1	133280	133281	31	0.9152	good-DMR
chr1	133295	133296	36	0.9512	good-DMR
chr1	133335	133336	17	0.8636	good-DMR
chr1	133384	133385	33	0.9643	good-DMR
chr1	133409	133410	31	0.9362	good-DMR
chr1	133429	133430	36	0.77	good-DMR
chr1	133479	133480	36	0.9379	good-DMR
chr1	133511	133512	34	0.9791	good-DMR
chr1	133540	133541	30	0.8647	good-DMR
chr1	133569	133570	24	0.9097	good-DMR
chr1	133619	133620	32	0.8579	good-DMR
chr1	133653	133654	28	0.8532	good-DMR
chr1	133690	133691	32	0.7787	good-DMR
chr1	133718	133719	32	0.8083	good-DMR
chr1	133734	133735	30	0.745	good-DMR
chr1	133817	133818	31	0.7595	good-DMR
chr1	133917	133918	36	0.6997	good-DMR
chr1	133968	133969	35	0.8083	good-DMR
chr1	134068	134069	33	0.9592	good-DMR
chr1	134148	134149	27	0.8304	good-DMR
chr1	134164	134165	35	0.8551	flank-DMR
chr1	134186	134187	28	0.809	flank-DMR
chr1	134284	134285	28	0.9248	flank-DMR
chr1	134306	134307	37	0.9408	flank-DMR
chr1	134418	134419	38	0.7178	flank-DMR
chr1	134454	134455	30	0.7751	flank-DMR
chr1	134538	134539	34	0.8921	flank-DMR
chr1	134594	134595	27	0.8184	flank-DMR
chr1	134612	134613	26	0.7943	flank-DMR
chr1	134622	134623	23	0.0697	sub-DMR
chr1	134637	134638	27	0.0906	sub-DMR
chr1	134672	134673	33	0.0397	sub-DMR
chr1	134687	134688	29	0.0396	sub-DMR
chr1	134702	134703	34	0.0	sub-DMR
chr1	134719	134720	28	0.0296	sub-DMR
chr1	134750	134751	31	0.0671	sub-DMR
chr1	134783	134784	23	0.0477	sub-DMR
chr1	134833	134834	32	0.0	sub-DMR
chr1	134849	134850	38	0.0	sub-DMR
chr1	134870	134871	24	0.0	sub-DMR
chr1	134920	134921	25	0.1051	sub-DMR
chr1	134959	134960	30	0.0155	sub-DMR
chr1	134994	134995	40	0.0855	sub-DMR
chr1	135023	135024	31	0.053	sub-DMR
chr1	135060	135061	31	0.0638	sub-DMR
chr1	135090	135091	32	0.143	sub-DMR
chr1	135122	135123	33	0.062	sub-DMR
chr1	135160	135161	28	0.2726	sub-DMR
chr1	135169	135170	30	0.0487	sub-DMR
chr1	135269	135270	25	0.0011	sub-DMR
chr1	135319	135320	30	0.0	sub-DMR
chr1	135419	135420	26	0.1237	sub-DMR
chr1	135493	135494	35	0.0	sub-DMR
chr1	135593	135594	28	0.0398	sub-DMR
chr1	135643	135644	27	0.042	sub-DMR
chr1	135793	135794	29	0.0557	flank-DMR
chr1	135809	135810	21	0.0745	flank-DMR
chr1	135819	135820	36	0.0682	flank-DMR
chr1	135973	135974	39	0.0581	flank-DMR
chr1	136047	136048	30	0.1162	flank-DMR
chr1	136057	136058	22	0.7934	good-DMR
chr1	136079	136080	31	0.8708	good-DMR
chr1	136113	136114	24	0.9631	good-DMR
chr1	136146	136147	29	0.8175	good-DMR
chr1	136178	136179	21	0.8476	good-DMR
chr1	136199	136200	28	0.7778	good-DMR
chr1	136214	136215	26	0.7811	good-DMR
chr1	136234	136235	29	0.7739	good-DMR
chr1	136279	136280	29	1.0	good-DMR
chr1	136329	136330	25	0.6779	good-DMR
chr1	136368	136369	28	0.8355	good-DMR
chr1	136393	136394	27	0.6785	good-DMR
chr1	136438	136439	38	0.7828	good-DMR
chr1	136453	136454	41	0.7259	good-DMR
chr1	136483	136484	28	0.8781	good-DMR
chr1	136505	136506	34	0.9309	good-DMR
chr1	136531	136532	39	0.681	good-DMR
chr1	136554	136555	21	0.9915	good-DMR
chr1	136571	136572	41	0.902	good-DMR
chr1	136621	136622	33	0.8824	good-DMR
chr1	136643	136644	23	0.8084	good-DMR
chr1	136665	136666	30	0.8178	good-DMR
chr1	136693	136694	32	0.9027	good-DMR
chr1	136793	136794	27	0.8174	good-DMR
chr1	136893	136894	29	0.8572	good-DMR
chr1	136993	136994	29	0.8873	good-DMR
chr1	137093	137094	26	0.8583	good-DMR
chr1	137143	137144	35	0.7399	good-DMR
chr1	137243	137244	28	0.7377	good-DMR
chr1	137306	137307	24	0.6936	good-DMR
chr1	137320	137321	28	0.6771	flank-DMR
chr1	137406	137407	27	0.7636	flank-DMR
chr1	137408	137409	23	0.9035	flank-DMR
chr1	137456	137457	27	0.9794	flank-DMR
chr1	137664	137665	34	0.8523	flank-DMR
chr1	137718	137719	29	0.8502	flank-DMR
chr1	137798	137799	16	0.7385	flank-DMR
chr1	137831	137832	22	0.7973	non-DMR
chr1	137881	137882	34	0.8525	non-DMR
chr1	137931	137932	29	0.75	non-DMR
chr1	137981	137982	30	0.6468	non-DMR
chr1	138010	138011	24	0.816	non-DMR
chr1	138034	138035	26	0.5733	non-DMR
chr1	138067	138068	30	0.7441	non-DMR
chr1	138113	138114	36	0.7699	non-DMR
chr1	138163	138164	29	0.6812	non-DMR
chr1	138185	138186	37	0.8002	non-DMR
chr1	138235	138236	16	0.7164	non-DMR
chr1	138268	138269	29	0.7736	non-DMR
chr1	138368	138369	30	0.5812	non-DMR
chr1	138468	138469	28	0.7011	non-DMR
chr1	138568	138569	30	0.6605	non-DMR
chr1	138668	138669	37	0.5923	non-DMR
chr1	138686	138687	24	0.648	flank-DMR
chr1	138736	138737	19	0.7839	flank-DMR
chr1	138760	138761	31	0.8656	non-DMR
chr1	138775	138776	30	0.5774	non-DMR
chr1	138803	138804	27	0.6726	non-DMR
chr1	138853	138854	27	0.7717	non-DMR
chr1	138903	138904	24	0.5565	non-DMR
chr1	138933	138934	35	0.5051	non-DMR
chr1	138951	138952	28	0.5543	non-DMR
chr1	138966	138967	18	0.7959	non-DMR
chr1	139013	139014	25	0.7136	non-DMR
chr1	139036	139037	25	0.7613	non-DMR
chr1	139077	139078	34	0.6471	non-DMR
chr1	139127	139128	27	0.68	non-DMR
chr1	139147	139148	27	0.7547	non-DMR
chr1	139172	139173	36	0.6471	non-DMR
chr1	139222	139223	31	0.5065	non-DMR
chr1	139249	139250	42	0.614	non-DMR
chr1	139289	139290	34	0.6019	non-DMR
chr1	139297	139298	35	0.6019	non-DMR
chr1	139347	139348	34	0.6319	non-DMR
chr1	139447	139448	30	0.5025	non-DMR
chr1	139547	139548	33	0.5918	non-DMR
chr1	139647	139648	20	0.6724	non-DMR
chr1	139747	139748	25	0.6833	non-DMR
chr1	139809	139810	27	0.4855	flank-DMR
chr1	139831	139832	32	0.6647	flank-DMR
chr1	139855	139856	29	0.8882	non-DMR
chr1	139905	139906	33	0.7382	non-DMR
chr1	139923	139924	34	0.7076	non-DMR
chr1	139952	139953	35	0.6333	non-DMR
chr1	139975	139976	26	0.7904	non-DMR
chr1	139999	140000	32	0.7552	non-DMR
chr1	140035	140036	40	0.7411	non-DMR
chr1	140056	140057	35	0.8835	non-DMR
chr1	140083	140084	29	0.8183	non-DMR
chr1	140104	140105	16	0.7873	non-DMR
chr1	140145	140146	34	0.7872	non-DMR
chr1	140195	140196	32	0.8256	non-DMR
chr1	140245	140246	22	0.7159	non-DMR
chr1	140264	140265	29	0.6672	non-DMR
chr1	140288	140289	34	0.6284	non-DMR
chr1	140317	140318	26	0.687	non-DMR
chr1	140332	140333	25	0.9343	non-DMR
chr1	140344	140345	28	0.7511	non-DMR
chr1	140444	140445	15	0.8171	non-DMR
chr1	140543	140544	31	0.8545	non-DMR
chr1	140637	140638	23	0.739	non-DMR
chr1	140704	140705	33	0.7251	non-DMR
chr1	140785	140786	31	0.8839	non-DMR
chr1	140815	140816	34	0.8047	flank-DMR
chr1	140821	140822	29	0.022	good-DMR
chr1	140860	140861	28	0.1745	good-DMR
chr1	140890	140891	32	0.0359	good-DMR
chr1	140915	140916	31	0.0866	good-DMR
chr1	140965	140966	24	0.0973	good-DMR
chr1	140991	140992	30	0.0	good-DMR
chr1	141041	141042	29	0.0113	good-DMR
chr1	141071	141072	31	0.168	good-DMR
chr1	141091	141092	24	0.2679	good-DMR
chr1	141106	141107	21	0.0	good-DMR
chr1	141156	141157	39	0.0608	good-DMR
chr1	141204	141205	27	0.0521	good-DMR
chr1	141249	141250	17	0.0325	good-DMR
chr1	141299	141300	32	0.118	good-DMR
chr1	141345	141346	27	0.0	good-DMR
chr1	141395	141396	26	0.0	good-DMR
chr1	141445	141446	31	0.0231	good-DMR
chr1	141529	141530	37	0.1806	good-DMR
chr1	141629	141630	27	0.1038	good-DMR
chr1	141729	141730	32	0.0318	good-DMR
chr1	141829	141830	35	0.0	good-DMR
chr1	141897	141898	23	0.0967	flank-DMR
chr1	141951	141952	35	0.1051	flank-DMR
chr1	142019	142020	24	0.0798	flank-DMR
chr1	142123	142124	35	0.1137	flank-DMR
chr1	142157	142158	29	0.0935	flank-DMR
chr1	142203	142204	33	0.698	non-DMR
chr1	142229	142230	30	0.7082	non-DMR
chr1	142244	142245	37	0.8852	non-DMR
chr1	142272	142273	33	0.7821	non-DMR
chr1	142315	142316	32	0.8925	non-DMR
chr1	142365	142366	32	0.758	non-DMR
chr1	142380	142381	30	0.6033	non-DMR
chr1	142399	142400	32	0.8047	non-DMR
chr1	142428	142429	22	0.7637	non-DMR
chr1	142478	142479	33	0.5127	non-DMR
chr1	142493	142494	17	0.7144	non-DMR
chr1	142509	142510	33	0.7159	non-DMR
chr1	142531	142532	25	0.7166	non-DMR
chr1	142546	142547	29	0.6042	non-DMR
chr1	142561	142562	24	0.7396	non-DMR
chr1	142611	142612	30	0.73	non-DMR
chr1	142635	142636	32	0.6622	non-DMR
chr1	142655	142656	26	0.6496	non-DMR
chr1	142670	142671	28	0.5816	non-DMR
chr1	142697	142698	25	0.6465	non-DMR
chr1	142718	142719	35	0.6613	non-DMR
chr1	142726	142727	26	0.6634	non-DMR
chr1	142776	142777	30	0.5315	non-DMR
chr1	142865	142866	31	0.68	non-DMR
chr1	142951	142952	33	0.5869	non-DMR
chr1	143051	143052	29	0.8708	non-DMR
chr1	143131	143132	28	0.7313	non-DMR
chr1	143231	143232	28	0.7349	non-DMR
chr1	143243	143244	36	0.503	flank-DMR
chr1	143253	143254	25	0.2243	good-DMR
chr1	143295	143296	17	0.0968	good-DMR
chr1	143323	143324	30	0.3764	good-DMR
chr1	143341	143342	25	0.0949	good-DMR
chr1	143358	143359	31	0.1469	good-DMR
chr1	143393	143394	20	0.1516	good-DMR
chr1	143440	143441	31	0.1623	good-DMR
chr1	143472	143473	38	0.1349	good-DMR
chr1	143509	143510	29	0.2364	good-DMR
chr1	143551	143552	36	0.0882	good-DMR
chr1	143575	143576	24	0.1534	good-DMR
chr1	143613	143614	35	0.0391	good-DMR
chr1	143652	143653	26	0.0891	good-DMR
chr1	143669	143670	28	0.0	good-DMR
chr1	143702	143703	37	0.0979	good-DMR
chr1	143739	143740	26	0.0829	good-DMR
chr1	143772	143773	29	0.2779	good-DMR
chr1	143872	143873	35	0.0	good-DMR
chr1	143972	143973	21	0.0787	good-DMR
chr1	144072	144073	24	0.1413	good-DMR
chr1	144172	144173	32	0.0	good-DMR
chr1	144272	144273	26	0.2234	good-DMR
chr1	144282	144283	33	0.1032	flank-DMR
chr1	144326	144327	27	0.2517	flank-DMR
chr1	144386	144387	33	0.1288	flank-DMR
chr1	144436	144437	35	0.2117	flank-DMR
chr1	144518	144519	27	0.0635	flank-DMR
chr1	144734	144735	34	0.1606	flank-DMR
chr1	144742	144743	28	0.095	flank-DMR
chr1	144768	144769	32	0.0928	flank-DMR
chr1	144773	144774	25	0.9058	sub-DMR
chr1	144802	144803	27	0.8549	sub-DMR
chr1	144827	144828	25	0.8873	sub-DMR
chr1	144877	144878	30	0.8668	sub-DMR
chr1	144894	144895	31	0.9993	sub-DMR
chr1	144944	144945	23	0.8346	sub-DMR
chr1	144994	144995	29	0.7242	sub-DMR
chr1	145012	145013	40	0.8427	sub-DMR
chr1	145027	145028	28	0.7656	sub-DMR
chr1	145062	145063	32	0.9738	sub-DMR
chr1	145093	145094	21	0.8706	sub-DMR
chr1	145143	145144	25	0.9828	sub-DMR
chr1	145160	145161	30	0.8655	sub-DMR
chr1	145194	145195	38	0.8762	sub-DMR
chr1	145231	145232	28	0.7617	sub-DMR
chr1	145263	145264	15	0.8719	sub-DMR
chr1	145288	145289	25	0.9423	sub-DMR
chr1	145302	145303	44	0.7841	sub-DMR
chr1	145402	145403	30	0.9926	sub-DMR
chr1	145452	145453	36	0.9052	sub-DMR
chr1	145552	145553	30	0.9555	sub-DMR
chr1	145626	145627	32	0.9039	sub-DMR
chr1	145676	145677	30	0.8351	sub-DMR
chr1	145728	145729	30	0.8487	sub-DMR
chr1	145820	145821	25	0.8329	sub-DMR
chr1	145930	145931	33	0.8102	flank-DMR
chr1	145976	145977	39	0.8048	flank-DMR
chr1	146104	146105	24	0.789	flank-DMR
chr1	146164	146165	27	0.827	flank-DMR
chr1	146210	146211	34	0.7936	flank-DMR
chr1	146264	146265	26	0.9116	flank-DMR
chr1	146295	146296	29	0.7968	non-DMR
chr1	146322	146323	26	0.8851	non-DMR
chr1	146347	146348	29	0.7638	non-DMR
chr1	146385	146386	33	0.675	non-DMR
chr1	146408	146409	36	0.6983	non-DMR
chr1	146442	146443	30	0.6426	non-DMR
chr1	146471	146472	34	0.9001	non-DMR
chr1	146487	146488	29	0.8845	non-DMR
chr1	146537	146538	28	0.8225	non-DMR
chr1	146562	146563	25	0.9052	non-DMR
chr1	146599	146600	21	0.6642	non-DMR
chr1	146619	146620	37	0.7549	non-DMR
chr1	146634	146635	30	0.8376	non-DMR
chr1	146684	146685	31	0.8805	non-DMR
chr1	146714	146715	31	0.6295	non-DMR
chr1	146747	146748	26	0.7306	non-DMR
chr1	146778	146779	29	0.6545	non-DMR
chr1	146827	146828	19	0.6354	non-DMR
chr1	146927	146928	24	0.6586	non-DMR
chr1	147027	147028	31	0.6252	non-DMR
chr1	147097	147098	29	0.7836	non-DMR
chr1	147186	147187	35	0.7322	non-DMR
chr1	147286	147287	31	0.8123	non-DMR
chr1	147370	147371	32	0.6954	flank-DMR
chr1	147409	147410	30	0.7875	non-DMR
chr1	147435	147436	25	0.8786	non-DMR
chr1	147452	147453	37	0.8669	non-DMR
chr1	147480	147481	25	0.8584	non-DMR
chr1	147500	147501	23	0.8131	non-DMR
chr1	147518	147519	35	0.7571	non-DMR
chr1	147568	147569	27	0.7841	non-DMR
chr1	147610	147611	36	0.8091	non-DMR
chr1	147629	147630	21	0.8499	non-DMR
chr1	147677	147678	28	0.9653	non-DMR
chr1	147712	147713	27	0.8275	non-DMR
chr1	147738	147739	30	0.8731	non-DMR
chr1	147788	147789	26	0.9807	non-DMR
chr1	147823	147824	31	0.7429	non-DMR
chr1	147873	147874	29	0.7048	non-DMR
chr1	147881	147882	26	0.7837	non-DMR
chr1	147981	147982	30	0.8576	non-DMR
chr1	148033	148034	32	0.8812	non-DMR
chr1	148105	148106	34	0.8325	non-DMR
chr1	148205	148206	42	0.9872	non-DMR
chr1	148305	148306	25	0.6219	non-DMR
chr1	148333	148334	37	0.8491	flank-DMR
chr1	148389	148390	26	0.7868	flank-DMR
chr1	148399	148400	32	1.0	notable-DMR
chr1	148435	148436	31	0.5133	notable-DMR
chr1	148478	148479	33	0.6801	notable-DMR
chr1	148520	148521	20	0.9202	notable-DMR
chr1	148552	148553	25	0.9004	notable-DMR
chr1	148567	148568	19	0.548	notable-DMR
chr1	148617	148618	32	1.0	notable-DMR
chr1	148666	148667	27	0.591	notable-DMR
chr1	148700	148701	30	0.6776	notable-DMR
chr1	148727	148728	27	1.0	notable-DMR
chr1	148749	148750	37	1.0	notable-DMR
chr1	148793	148794	31	1.0	notable-DMR
chr1	148808	148809	29	0.746	notable-DMR
chr1	148844	148845	30	1.0	notable-DMR
chr1	148855	148856	31	0.576	notable-DMR
chr1	148905	148906	35	1.0	notable-DMR
chr1	149005	149006	31	1.0	notable-DMR
chr1	149105	149106	29	1.0	notable-DMR
chr1	149205	149206	34	1.0	notable-DMR
chr1	149305	149306	25	0.7888	notable-DMR
chr1	149361	149362	27	0.833	flank-DMR
chr1	149391	149392	36	1.0	flank-DMR
chr1	149416	149417	24	0.5351	non-DMR
chr1	149466	149467	33	0.7749	non-DMR
chr1	149481	149482	23	0.6274	non-DMR
chr1	149501	149502	26	0.6503	non-DMR
chr1	149532	149533	30	0.5041	non-DMR
chr1	149556	149557	32	0.5135	non-DMR
chr1	149571	149572	30	0.8009	non-DMR
chr1	149602	149603	36	0.6605	non-DMR
chr1	149617	149618	31	0.6059	non-DMR
chr1	149667	149668	36	0.6999	non-DMR
chr1	149714	149715	26	0.7591	non-DMR
chr1	149733	149734	33	0.714	non-DMR
chr1	149759	149760	20	0.6116	non-DMR
chr1	149774	149775	28	0.6164	non-DMR
chr1	149824	149825	32	0.7064	non-DMR
chr1	149856	149857	34	0.5352	non-DMR
chr1	149871	149872	29	0.5749	non-DMR
chr1	149896	149897	25	0.5059	non-DMR
chr1	149917	149918	32	0.63	non-DMR
chr1	150017	150018	27	0.6622	non-DMR
chr1	150117	150118	35	0.7034	non-DMR
chr1	150217	150218	25	0.6595	non-DMR
chr1	150267	150268	30	0.7685	non-DMR
chr1	150367	150368	41	0.6968	non-DMR
chr1	150427	150428	21	0.7322	flank-DMR
chr1	150451	150452	35	0.6459	flank-DMR
chr1	150457	150458	25	0.6666	good-DMR
chr1	150481	150482	21	0.6598	good-DMR
chr1	150521	150522	34	0.7789	good-DMR
chr1	150550	150551	33	0.8781	good-DMR
chr1	150600	150601	34	0.715	good-DMR
chr1	150615	150616	32	0.7681	good-DMR
chr1	150631	150632	36	0.753	good-DMR
chr1	150665	150666	35	0.7442	good-DMR
chr1	150680	150681	31	0.6774	good-DMR
chr1	150695	150696	21	0.8852	good-DMR
chr1	150710	150711	29	0.8085	good-DMR
chr1	150741	150742	32	0.638	good-DMR
chr1	150764	150765	29	0.6379	good-DMR
chr1	150779	150780	33	0.6787	good-DMR
chr1	150811	150812	34	0.7364	good-DMR
chr1	150855	150856	26	0.6763	good-DMR
chr1	150870	150871	28	0.7141	good-DMR
chr1	150898	150899	28	0.6501	good-DMR
chr1	150931	150932	27	0.7869	good-DMR
chr1	150971	150972	28	0.7033	good-DMR
chr1	150986	150987	29	0.6959	good-DMR
chr1	151004	151005	26	0.7058	good-DMR
chr1	151032	151033	36	0.6909	good-DMR
chr1	151061	151062	30	0.9345	good-DMR
chr1	151099	151100	32	0.845	good-DMR
chr1	151199	151200	29	0.8924	good-DMR
chr1	151276	151277	26	0.6268	good-DMR
chr1	151356	151357	39	0.8194	good-DMR
chr1	151439	151440	30	0.8949	good-DMR
chr1	151489	151490	35	0.8072	good-DMR
chr1	151572	151573	24	0.7264	good-DMR
chr1	151672	151673	38	0.7331	good-DMR
chr1	151722	151723	32	0.8425	good-DMR
chr1	151734	151735	38	0.7748	flank-DMR
chr1	151814	151815	31	0.8662	flank-DMR
chr1	151874	151875	43	0.732	flank-DMR
chr1	151900	151901	25	0.8693	flank-DMR
chr1	151922	151923	43	0.8556	flank-DMR
chr1	151942	151943	22	0.6349	flank-DMR
chr1	151950	151951	25	0.7627	flank-DMR
chr1	151962	151963	29	0.6519	flank-DMR
chr1	152104	152105	28	0.8044	flank-DMR
chr1	152124	152125	26	0.8461	flank-DMR
chr1	152158	152159	27	0.1526	non-DMR
chr1	152181	152182	30	0.0937	non-DMR
chr1	152202	152203	27	0.0458	non-DMR
chr1	152229	152230	34	0.1502	non-DMR
chr1	152262	152263	28	0.1107	non-DMR
chr1	152306	152307	29	0.1234	non-DMR
chr1	152323	152324	19	0.1675	non-DMR
chr1	152352	152353	34	0.0062	non-DMR
chr1	152402	152403	26	0.0	non-DMR
chr1	152427	152428	20	0.0613	non-DMR
chr1	152457	152458	31	0.121	non-DMR
chr1	152476	152477	42	0.0085	non-DMR
chr1	152518	152519	35	0.0	non-DMR
chr1	152539	152540	27	0.0846	non-DMR
chr1	152589	152590	30	0.1332	non-DMR
chr1	152612	152613	35	0.2493	non-DMR
chr1	152617	152618	33	0.0738	non-DMR
chr1	152717	152718	34	0.0497	non-DMR
chr1	152817	152818	40	0.0	non-DMR
chr1	152867	152868	29	0.0831	non-DMR
chr1	152967	152968	33	0.1878	non-DMR
chr1	153067	153068	26	0.0	non-DMR
chr1	153099	153100	25	0.1096	flank-DMR
chr1	153112	153113	31	0.1226	non-DMR
chr1	153139	153140	25	0.2856	non-DMR
chr1	153162	153163	33	0.2038	non-DMR
chr1	153208	153209	30	0.2019	non-DMR
chr1	153240	153241	24	0.0208	non-DMR
chr1	153256	153257	35	0.0526	non-DMR
chr1	153289	153290	27	0.2306	non-DMR
chr1	153313	153314	33	0.0438	non-DMR
chr1	153337	153338	31	0.0609	non-DMR
chr1	153379	153380	21	0.0748	non-DMR
chr1	153405	153406	26	0.1174	non-DMR
