chr	start	end	coverage	methylation_level
chr1	126810	126811	33	0.6105	non-DMR
chr1	126826	126827	35	0.451	non-DMR
chr1	126844	126845	28	0.4959	non-DMR
chr1	126881	126882	29	0.5027	non-DMR
chr1	126920	126921	25	0.7304	non-DMR
chr1	126970	126971	35	0.6813	non-DMR
chr1	127005	127006	29	0.541	non-DMR
chr1	127034	127035	29	0.4662	non-DMR
chr1	127067	127068	27	0.5509	non-DMR
chr1	127117	127118	38	0.714	non-DMR
chr1	127125	127126	40	0.6172	non-DMR
chr1	127215	127216	30	0.7048	non-DMR
chr1	127315	127316	34	0.5927	non-DMR
chr1	127411	127412	29	0.5473	non-DMR
chr1	127506	127507	35	0.6898	non-DMR
chr1	127524	127525	25	0.4856	flank-DMR
chr1	127533	127534	30	0.1757	good-DMR
chr1	127574	127575	29	0.3757	good-DMR
chr1	127624	127625	27	0.1018	good-DMR
chr1	127653	127654	30	0.1698	good-DMR
chr1	127670	127671	33	0.3983	good-DMR
chr1	127720	127721	36	0.2695	good-DMR
chr1	127762	127763	33	0.4109	good-DMR
chr1	127779	127780	28	0.3487	good-DMR
chr1	127807	127808	28	0.3229	good-DMR
chr1	127845	127846	35	0.2797	good-DMR
chr1	127866	127867	33	0.3677	good-DMR
chr1	127882	127883	24	0.281	good-DMR
chr1	127927	127928	24	0.3305	good-DMR
chr1	127942	127943	36	0.4119	good-DMR
chr1	127965	127966	30	0.2595	good-DMR
chr1	127988	127989	23	0.2671	good-DMR
chr1	128006	128007	31	0.4461	good-DMR
chr1	128031	128032	23	0.3171	good-DMR
chr1	128058	128059	31	0.3824	good-DMR
chr1	128073	128074	25	0.3684	good-DMR
chr1	128107	128108	28	0.4157	good-DMR
chr1	128108	128109	37	0.4008	good-DMR
chr1	128208	128209	20	0.3371	good-DMR
chr1	128305	128306	33	0.1984	good-DMR
chr1	128355	128356	29	0.3859	good-DMR
chr1	128455	128456	38	0.3992	good-DMR
chr1	128555	128556	41	0.3342	good-DMR
chr1	128655	128656	42	0.2179	good-DMR
chr1	128659	128660	27	0.5367	flank-DMR
chr1	128753	128754	29	0.7012	flank-DMR
chr1	128771	128772	39	0.7719	flank-DMR
chr1	128791	128792	31	0.4285	flank-DMR
chr1	128875	128876	33	0.5919	flank-DMR
chr1	128919	128920	28	0.4822	flank-DMR
chr1	128951	128952	31	0.6258	flank-DMR
chr1	129137	129138	23	0.7942	flank-DMR
chr1	129187	129188	24	0.3376	inconsistent-DMR
chr1	129205	129206	26	0.365	inconsistent-DMR
chr1	129254	129255	27	0.6002	inconsistent-DMR
chr1	129271	129272	26	0.7349	inconsistent-DMR
chr1	129305	129306	31	0.6574	inconsistent-DMR
chr1	129325	129326	34	0.5706	inconsistent-DMR
chr1	129351	129352	38	0.3946	inconsistent-DMR
chr1	129366	129367	26	0.3262	inconsistent-DMR
chr1	129394	129395	39	0.5891	inconsistent-DMR
chr1	129436	129437	26	0.7429	inconsistent-DMR
chr1	129486	129487	35	0.7517	inconsistent-DMR
chr1	129515	129516	24	0.5667	inconsistent-DMR
chr1	129531	129532	37	0.8471	inconsistent-DMR
chr1	129576	129577	31	0.3732	inconsistent-DMR
chr1	129612	129613	28	0.4407	inconsistent-DMR
chr1	129640	129641	34	0.6818	inconsistent-DMR
chr1	129663	129664	32	0.4237	inconsistent-DMR
chr1	129671	129672	20	0.5129	inconsistent-DMR
chr1	129771	129772	34	0.6436	inconsistent-DMR
chr1	129871	129872	33	0.7657	inconsistent-DMR
chr1	129931	129932	29	0.8266	inconsistent-DMR
chr1	129998	129999	30	0.6899	inconsistent-DMR
chr1	130085	130086	24	0.3025	inconsistent-DMR
chr1	130135	130136	25	0.5328	inconsistent-DMR
chr1	130233	130234	30	0.8126	flank-DMR
chr1	130266	130267	26	0.5603	non-DMR
chr1	130288	130289	28	0.4798	non-DMR
chr1	130336	130337	28	0.584	non-DMR
chr1	130364	130365	27	0.4283	non-DMR
chr1	130387	130388	26	0.4077	non-DMR
chr1	130437	130438	22	0.4933	non-DMR
chr1	130452	130453	35	0.5336	non-DMR
chr1	130502	130503	27	0.3543	non-DMR
chr1	130552	130553	25	0.4444	non-DMR
chr1	130571	130572	25	0.4505	non-DMR
chr1	130593	130594	29	0.4995	non-DMR
chr1	130610	130611	20	0.7093	non-DMR
chr1	130656	130657	16	0.576	non-DMR
chr1	130678	130679	20	0.6196	non-DMR
chr1	130706	130707	25	0.5429	non-DMR
chr1	130747	130748	25	0.4907	non-DMR
chr1	130762	130763	28	0.6114	non-DMR
chr1	130770	130771	29	0.5413	non-DMR
chr1	130870	130871	30	0.5607	non-DMR
chr1	130949	130950	34	0.4858	non-DMR
chr1	131004	131005	21	0.403	non-DMR
chr1	131104	131105	33	0.3084	non-DMR
chr1	131197	131198	26	0.3843	non-DMR
chr1	131255	131256	28	0.457	non-DMR
chr1	131281	131282	30	0.3893	flank-DMR
chr1	131319	131320	25	0.6905	flank-DMR
chr1	131334	131335	23	0.6941	notable-DMR
chr1	131384	131385	33	0.0	notable-DMR
chr1	131412	131413	23	0.1509	notable-DMR
chr1	131428	131429	26	0.5986	notable-DMR
chr1	131473	131474	38	0.6325	notable-DMR
chr1	131488	131489	33	0.4962	notable-DMR
chr1	131505	131506	43	0.4514	notable-DMR
chr1	131535	131536	33	0.819	notable-DMR
chr1	131565	131566	29	0.5661	notable-DMR
chr1	131598	131599	27	0.4675	notable-DMR
chr1	131648	131649	37	0.852	notable-DMR
chr1	131679	131680	33	0.6768	notable-DMR
chr1	131701	131702	29	0.6625	notable-DMR
chr1	131723	131724	29	0.048	notable-DMR
chr1	131747	131748	39	0.4902	notable-DMR
chr1	131763	131764	35	0.3755	notable-DMR
chr1	131803	131804	16	0.5328	notable-DMR
chr1	131805	131806	20	0.6005	notable-DMR
chr1	131905	131906	28	0.873	notable-DMR
chr1	132005	132006	31	0.084	notable-DMR
chr1	132105	132106	33	0.058	notable-DMR
chr1	132155	132156	28	0.078	notable-DMR
chr1	132239	132240	31	0.5106	notable-DMR
chr1	132277	132278	30	0.4126	flank-DMR
chr1	132331	132332	36	1.0	flank-DMR
chr1	132345	132346	34	0.9094	non-DMR
chr1	132395	132396	32	0.8909	non-DMR
chr1	132445	132446	27	0.8621	non-DMR
chr1	132478	132479	30	0.8572	non-DMR
chr1	132502	132503	32	0.7359	non-DMR
chr1	132552	132553	29	0.8453	non-DMR
chr1	132567	132568	17	0.7697	non-DMR
chr1	132617	132618	24	0.9172	non-DMR
chr1	132667	132668	27	0.8878	non-DMR
chr1	132707	132708	32	0.8574	non-DMR
chr1	132724	132725	26	0.7322	non-DMR
chr1	132774	132775	29	0.9338	non-DMR
chr1	132788	132789	28	0.8618	non-DMR
chr1	132880	132881	33	0.7998	non-DMR
chr1	132936	132937	34	0.8348	non-DMR
chr1	132986	132987	32	1.0	non-DMR
chr1	133086	133087	31	0.8104	non-DMR
chr1	133182	133183	28	0.7535	non-DMR
chr1	133196	133197	24	0.9526	flank-DMR
chr1	133242	133243	40	0.8001	flank-DMR
chr1	133250	133251	28	0.4592	good-DMR
chr1	133280	133281	27	0.6397	good-DMR
chr1	133295	133296	25	0.4534	good-DMR
chr1	133335	133336	38	0.4283	good-DMR
chr1	133384	133385	21	0.7217	good-DMR
chr1	133409	133410	27	0.6721	good-DMR
chr1	133429	133430	26	0.5501	good-DMR
chr1	133479	133480	33	0.6814	good-DMR
chr1	133511	133512	32	0.6498	good-DMR
chr1	133540	133541	22	0.6411	good-DMR
chr1	133569	133570	31	0.4968	good-DMR
chr1	133619	133620	31	0.4758	good-DMR
chr1	133653	133654	36	0.5941	good-DMR
chr1	133690	133691	24	0.5985	good-DMR
chr1	133718	133719	23	0.5537	good-DMR
chr1	133734	133735	30	0.3467	good-DMR
chr1	133817	133818	27	0.4425	good-DMR
chr1	133917	133918	27	0.4146	good-DMR
chr1	133968	133969	34	0.4816	good-DMR
chr1	134068	134069	23	0.6603	good-DMR
chr1	134148	134149	21	0.536	good-DMR
chr1	134164	134165	33	0.8278	flank-DMR
chr1	134186	134187	28	0.8312	flank-DMR
chr1	134284	134285	19	0.8488	flank-DMR
chr1	134306	134307	26	0.8138	flank-DMR
chr1	134418	134419	36	0.8278	flank-DMR
chr1	134454	134455	30	0.7777	flank-DMR
chr1	134538	134539	32	0.9244	flank-DMR
chr1	134594	134595	27	0.9443	flank-DMR
chr1	134612	134613	32	0.7042	flank-DMR
chr1	134622	134623	31	0.0758	sub-DMR
chr1	134637	134638	35	0.0474	sub-DMR
chr1	134672	134673	32	0.0629	sub-DMR
chr1	134687	134688	32	0.0915	sub-DMR
chr1	134702	134703	29	0.0325	sub-DMR
chr1	134719	134720	32	0.0387	sub-DMR
chr1	134750	134751	33	0.0221	sub-DMR
chr1	134783	134784	39	0.1125	sub-DMR
chr1	134833	134834	31	0.0246	sub-DMR
chr1	134849	134850	29	0.1405	sub-DMR
chr1	134870	134871	36	0.1247	sub-DMR
chr1	134920	134921	23	0.2769	sub-DMR
chr1	134959	134960	27	0.2669	sub-DMR
chr1	134994	134995	32	0.2807	sub-DMR
chr1	135023	135024	28	0.3231	sub-DMR
chr1	135060	135061	41	0.3114	sub-DMR
chr1	135090	135091	32	0.3988	sub-DMR
chr1	135122	135123	24	0.3365	sub-DMR
chr1	135160	135161	28	0.4701	sub-DMR
chr1	135169	135170	30	0.2259	sub-DMR
chr1	135269	135270	36	0.137	sub-DMR
chr1	135319	135320	25	0.0	sub-DMR
chr1	135419	135420	26	0.022	sub-DMR
chr1	135493	135494	24	0.0507	sub-DMR
chr1	135593	135594	31	0.0817	sub-DMR
chr1	135643	135644	40	0.0389	sub-DMR
chr1	135793	135794	19	0.0581	flank-DMR
chr1	135809	135810	29	0.0326	flank-DMR
chr1	135819	135820	30	0.1746	flank-DMR
chr1	135973	135974	33	0.0489	flank-DMR
chr1	136047	136048	27	0.1528	flank-DMR
chr1	136057	136058	33	0.6314	good-DMR
chr1	136079	136080	33	0.5854	good-DMR
chr1	136113	136114	31	0.7336	good-DMR
chr1	136146	136147	29	0.6648	good-DMR
chr1	136178	136179	36	0.6235	good-DMR
chr1	136199	136200	27	0.6129	good-DMR
chr1	136214	136215	28	0.5773	good-DMR
chr1	136234	136235	30	0.4378	good-DMR
chr1	136279	136280	25	0.8094	good-DMR
chr1	136329	136330	30	0.5627	good-DMR
chr1	136368	136369	32	0.7108	good-DMR
chr1	136393	136394	27	0.5944	good-DMR
chr1	136438	136439	22	0.5929	good-DMR
chr1	136453	136454	29	0.7122	good-DMR
chr1	136483	136484	38	0.6918	good-DMR
chr1	136505	136506	25	0.6608	good-DMR
chr1	136531	136532	26	0.5703	good-DMR
chr1	136554	136555	27	0.6467	good-DMR
chr1	136571	136572	29	0.6119	good-DMR
chr1	136621	136622	32	0.5724	good-DMR
chr1	136643	136644	28	0.6607	good-DMR
chr1	136665	136666	31	0.6178	good-DMR
chr1	136693	136694	26	0.6505	good-DMR
chr1	136793	136794	30	0.6842	good-DMR
chr1	136893	136894	38	0.7118	good-DMR
chr1	136993	136994	30	0.7067	good-DMR
chr1	137093	137094	35	0.6211	good-DMR
chr1	137143	137144	39	0.6578	good-DMR
chr1	137243	137244	28	0.5145	good-DMR
chr1	137306	137307	31	0.5406	good-DMR
chr1	137320	137321	29	0.6706	flank-DMR
chr1	137406	137407	29	0.7863	flank-DMR
chr1	137408	137409	31	0.9775	flank-DMR
chr1	137456	137457	29	0.8838	flank-DMR
chr1	137664	137665	25	0.897	flank-DMR
chr1	137718	137719	26	1.0	flank-DMR
chr1	137798	137799	28	0.6767	flank-DMR
chr1	137831	137832	34	0.6763	non-DMR
chr1	137881	137882	30	0.7423	non-DMR
chr1	137931	137932	34	0.7447	non-DMR
chr1	137981	137982	28	0.5611	non-DMR
chr1	138010	138011	34	0.8401	non-DMR
chr1	138034	138035	30	0.5885	non-DMR
chr1	138067	138068	37	0.5591	non-DMR
chr1	138113	138114	28	0.6602	non-DMR
chr1	138163	138164	30	0.6698	non-DMR
chr1	138185	138186	23	0.7977	non-DMR
chr1	138235	138236	25	0.5391	non-DMR
chr1	138268	138269	18	0.6356	non-DMR
chr1	138368	138369	29	0.5914	non-DMR
chr1	138468	138469	35	0.6785	non-DMR
chr1	138568	138569	31	0.6654	non-DMR
chr1	138668	138669	37	0.5807	non-DMR
chr1	138686	138687	35	0.7353	flank-DMR
chr1	138736	138737	24	0.7279	flank-DMR
chr1	138760	138761	28	0.5219	non-DMR
chr1	138775	138776	21	0.4331	non-DMR
chr1	138803	138804	32	0.6472	non-DMR
chr1	138853	138854	35	0.6848	non-DMR
chr1	138903	138904	27	0.7057	non-DMR
chr1	138933	138934	34	0.5848	non-DMR
chr1	138951	138952	26	0.499	non-DMR
chr1	138966	138967	30	0.6696	non-DMR
chr1	139013	139014	30	0.5918	non-DMR
chr1	139036	139037	29	0.7043	non-DMR
chr1	139077	139078	36	0.6097	non-DMR
chr1	139127	139128	27	0.6022	non-DMR
chr1	139147	139148	25	0.6732	non-DMR
chr1	139172	139173	30	0.6319	non-DMR
chr1	139222	139223	34	0.5886	non-DMR
chr1	139249	139250	25	0.5093	non-DMR
chr1	139289	139290	24	0.7021	non-DMR
chr1	139297	139298	32	0.5591	non-DMR
chr1	139347	139348	24	0.6066	non-DMR
chr1	139447	139448	32	0.4978	non-DMR
chr1	139547	139548	27	0.5718	non-DMR
chr1	139647	139648	19	0.8002	non-DMR
chr1	139747	139748	33	0.6725	non-DMR
chr1	139809	139810	25	0.598	flank-DMR
chr1	139831	139832	25	0.7321	flank-DMR
chr1	139855	139856	31	0.8116	non-DMR
chr1	139905	139906	32	0.7019	non-DMR
chr1	139923	139924	30	0.66	non-DMR
chr1	139952	139953	27	0.7243	non-DMR
chr1	139975	139976	21	0.7914	non-DMR
chr1	139999	140000	30	0.6726	non-DMR
chr1	140035	140036	28	0.699	non-DMR
chr1	140056	140057	24	0.7368	non-DMR
chr1	140083	140084	27	0.7649	non-DMR
chr1	140104	140105	23	0.8008	non-DMR
chr1	140145	140146	25	0.7886	non-DMR
chr1	140195	140196	24	0.8857	non-DMR
chr1	140245	140246	28	0.7093	non-DMR
chr1	140264	140265	27	0.6548	non-DMR
chr1	140288	140289	34	0.585	non-DMR
chr1	140317	140318	27	0.6423	non-DMR
chr1	140332	140333	23	0.8891	non-DMR
chr1	140344	140345	33	0.7163	non-DMR
chr1	140444	140445	36	0.7001	non-DMR
chr1	140543	140544	31	0.8314	non-DMR
chr1	140637	140638	36	0.7075	non-DMR
chr1	140704	140705	34	0.5956	non-DMR
chr1	140785	140786	29	0.8238	non-DMR
chr1	140815	140816	20	0.8458	flank-DMR
chr1	140821	140822	36	0.2451	good-DMR
chr1	140860	140861	35	0.4338	good-DMR
chr1	140890	140891	25	0.1996	good-DMR
chr1	140915	140916	29	0.4047	good-DMR
chr1	140965	140966	37	0.2252	good-DMR
chr1	140991	140992	28	0.2293	good-DMR
chr1	141041	141042	22	0.2766	good-DMR
chr1	141071	141072	25	0.3639	good-DMR
chr1	141091	141092	37	0.5113	good-DMR
chr1	141106	141107	28	0.2389	good-DMR
chr1	141156	141157	29	0.3685	good-DMR
chr1	141204	141205	43	0.2557	good-DMR
chr1	141249	141250	27	0.2059	good-DMR
chr1	141299	141300	28	0.3791	good-DMR
chr1	141345	141346	25	0.2806	good-DMR
chr1	141395	141396	23	0.3116	good-DMR
chr1	141445	141446	27	0.2637	good-DMR
chr1	141529	141530	29	0.4469	good-DMR
chr1	141629	141630	31	0.3045	good-DMR
chr1	141729	141730	33	0.3163	good-DMR
chr1	141829	141830	29	0.2457	good-DMR
chr1	141897	141898	26	0.0174	flank-DMR
chr1	141951	141952	36	0.1209	flank-DMR
chr1	142019	142020	28	0.1715	flank-DMR
chr1	142123	142124	34	0.1237	flank-DMR
chr1	142157	142158	23	0.0765	flank-DMR
chr1	142203	142204	39	0.7217	non-DMR
chr1	142229	142230	36	0.5857	non-DMR
chr1	142244	142245	35	0.8307	non-DMR
chr1	142272	142273	22	0.808	non-DMR
chr1	142315	142316	20	0.7774	non-DMR
chr1	142365	142366	26	0.6668	non-DMR
chr1	142380	142381	28	0.621	non-DMR
chr1	142399	142400	28	0.7508	non-DMR
chr1	142428	142429	32	0.6544	non-DMR
chr1	142478	142479	36	0.6471	non-DMR
chr1	142493	142494	31	0.6536	non-DMR
chr1	142509	142510	24	0.7078	non-DMR
chr1	142531	142532	29	0.6235	non-DMR
chr1	142546	142547	28	0.5114	non-DMR
chr1	142561	142562	38	0.7482	non-DMR
chr1	142611	142612	23	0.8168	non-DMR
chr1	142635	142636	20	0.6271	non-DMR
chr1	142655	142656	28	0.5913	non-DMR
chr1	142670	142671	25	0.5376	non-DMR
chr1	142697	142698	27	0.589	non-DMR
chr1	142718	142719	36	0.6182	non-DMR
chr1	142726	142727	36	0.5682	non-DMR
chr1	142776	142777	29	0.6442	non-DMR
chr1	142865	142866	28	0.6832	non-DMR
chr1	142951	142952	24	0.7098	non-DMR
chr1	143051	143052	26	0.7515	non-DMR
chr1	143131	143132	26	0.6053	non-DMR
chr1	143231	143232	28	0.7567	non-DMR
chr1	143243	143244	32	0.6062	flank-DMR
chr1	143253	143254	29	0.4774	good-DMR
chr1	143295	143296	37	0.4949	good-DMR
chr1	143323	143324	27	0.5634	good-DMR
chr1	143341	143342	32	0.2495	good-DMR
chr1	143358	143359	37	0.4513	good-DMR
chr1	143393	143394	24	0.3833	good-DMR
chr1	143440	143441	27	0.4935	good-DMR
chr1	143472	143473	31	0.3755	good-DMR
chr1	143509	143510	31	0.4985	good-DMR
chr1	143551	143552	37	0.4473	good-DMR
chr1	143575	143576	35	0.5672	good-DMR
chr1	143613	143614	35	0.2799	good-DMR
chr1	143652	143653	29	0.4743	good-DMR
chr1	143669	143670	35	0.3827	good-DMR
chr1	143702	143703	26	0.3733	good-DMR
chr1	143739	143740	32	0.4157	good-DMR
chr1	143772	143773	35	0.548	good-DMR
chr1	143872	143873	25	0.2718	good-DMR
chr1	143972	143973	27	0.425	good-DMR
chr1	144072	144073	27	0.4661	good-DMR
chr1	144172	144173	30	0.4711	good-DMR
chr1	144272	144273	30	0.4492	good-DMR
chr1	144282	144283	29	0.0897	flank-DMR
chr1	144326	144327	35	0.2007	flank-DMR
chr1	144386	144387	31	0.216	flank-DMR
chr1	144436	144437	26	0.0181	flank-DMR
chr1	144518	144519	30	0.2386	flank-DMR
chr1	144734	144735	26	0.1344	flank-DMR
chr1	144742	144743	20	0.1499	flank-DMR
chr1	144768	144769	29	0.2371	flank-DMR
chr1	144773	144774	36	0.9021	sub-DMR
chr1	144802	144803	27	0.7428	sub-DMR
chr1	144827	144828	40	0.8607	sub-DMR
chr1	144877	144878	36	0.8215	sub-DMR
chr1	144894	144895	30	0.8408	sub-DMR
chr1	144944	144945	23	0.7691	sub-DMR
chr1	144994	144995	36	0.6036	sub-DMR
chr1	145012	145013	29	1.0	sub-DMR
chr1	145027	145028	32	0.7619	sub-DMR
chr1	145062	145063	32	0.911	sub-DMR
chr1	145093	145094	27	0.8923	sub-DMR
chr1	145143	145144	24	0.9886	sub-DMR
chr1	145160	145161	25	0.6226	sub-DMR
chr1	145194	145195	35	0.6602	sub-DMR
chr1	145231	145232	26	0.6561	sub-DMR
chr1	145263	145264	24	0.7228	sub-DMR
chr1	145288	145289	31	0.8101	sub-DMR
chr1	145302	145303	26	0.6478	sub-DMR
chr1	145402	145403	34	0.6603	sub-DMR
chr1	145452	145453	28	0.565	sub-DMR
chr1	145552	145553	24	0.8079	sub-DMR
chr1	145626	145627	29	0.6015	sub-DMR
chr1	145676	145677	32	0.8029	sub-DMR
chr1	145728	145729	35	0.8261	sub-DMR
chr1	145820	145821	20	0.8331	sub-DMR
chr1	145930	145931	20	0.7986	flank-DMR
chr1	145976	145977	34	0.9159	flank-DMR
chr1	146104	146105	36	0.7647	flank-DMR
chr1	146164	146165	36	0.9545	flank-DMR
chr1	146210	146211	25	0.8944	flank-DMR
chr1	146264	146265	29	0.9372	flank-DMR
chr1	146295	146296	17	0.71	non-DMR
chr1	146322	146323	30	0.7788	non-DMR
chr1	146347	146348	31	0.788	non-DMR
chr1	146385	146386	35	0.5514	non-DMR
chr1	146408	146409	26	0.7785	non-DMR
chr1	146442	146443	14	0.772	non-DMR
chr1	146471	146472	32	0.8269	non-DMR
chr1	146487	146488	34	0.8789	non-DMR
chr1	146537	146538	22	0.7153	non-DMR
chr1	146562	146563	27	0.7579	non-DMR
chr1	146599	146600	29	0.7659	non-DMR
chr1	146619	146620	35	0.7989	non-DMR
chr1	146634	146635	26	0.7912	non-DMR
chr1	146684	146685	29	0.7259	non-DMR
chr1	146714	146715	25	0.6197	non-DMR
chr1	146747	146748	34	0.7373	non-DMR
chr1	146778	146779	34	0.6601	non-DMR
chr1	146827	146828	27	0.6843	non-DMR
chr1	146927	146928	31	0.5275	non-DMR
chr1	147027	147028	28	0.5249	non-DMR
chr1	147097	147098	32	0.6875	non-DMR
chr1	147186	147187	30	0.739	non-DMR
chr1	147286	147287	32	0.7466	non-DMR
chr1	147370	147371	30	0.7341	flank-DMR
chr1	147409	147410	22	0.6814	non-DMR
chr1	147435	147436	28	0.684	non-DMR
chr1	147452	147453	28	0.7943	non-DMR
chr1	147480	147481	34	0.7371	non-DMR
chr1	147500	147501	30	0.6776	non-DMR
chr1	147518	147519	37	0.7651	non-DMR
chr1	147568	147569	29	0.7409	non-DMR
chr1	147610	147611	29	0.7485	non-DMR
chr1	147629	147630	38	0.7506	non-DMR
chr1	147677	147678	33	0.882	non-DMR
chr1	147712	147713	32	0.765	non-DMR
chr1	147738	147739	33	0.9155	non-DMR
chr1	147788	147789	28	0.8964	non-DMR
chr1	147823	147824	39	0.705	non-DMR
chr1	147873	147874	32	0.6863	non-DMR
chr1	147881	147882	24	0.7347	non-DMR
chr1	147981	147982	30	0.7965	non-DMR
chr1	148033	148034	25	0.672	non-DMR
chr1	148105	148106	28	0.8143	non-DMR
chr1	148205	148206	32	0.8489	non-DMR
chr1	148305	148306	22	0.6814	non-DMR
chr1	148333	148334	26	0.9107	flank-DMR
chr1	148389	148390	30	0.7644	flank-DMR
chr1	148399	148400	19	1.0	notable-DMR
chr1	148435	148436	31	0.263	notable-DMR
chr1	148478	148479	21	0.7102	notable-DMR
chr1	148520	148521	21	0.3942	notable-DMR
chr1	148552	148553	25	0.5693	notable-DMR
chr1	148567	148568	29	0.6588	notable-DMR
chr1	148617	148618	38	1.0	notable-DMR
chr1	148666	148667	28	0.8845	notable-DMR
chr1	148700	148701	38	0.289	notable-DMR
chr1	148727	148728	29	0.734	notable-DMR
chr1	148749	148750	25	0.301	notable-DMR
chr1	148793	148794	27	0.6151	notable-DMR
chr1	148808	148809	34	0.309	notable-DMR
chr1	148844	148845	32	0.3976	notable-DMR
chr1	148855	148856	32	1.0	notable-DMR
chr1	148905	148906	25	1.0	notable-DMR
chr1	149005	149006	32	0.5923	notable-DMR
chr1	149105	149106	32	0.9849	notable-DMR
chr1	149205	149206	26	0.238	notable-DMR
chr1	149305	149306	24	0.4753	notable-DMR
chr1	149361	149362	26	1.0	flank-DMR
chr1	149391	149392	32	0.9341	flank-DMR
chr1	149416	149417	27	0.5419	non-DMR
chr1	149466	149467	24	0.7584	non-DMR
chr1	149481	149482	31	0.5584	non-DMR
chr1	149501	149502	30	0.6326	non-DMR
chr1	149532	149533	29	0.5061	non-DMR
chr1	149556	149557	32	0.5182	non-DMR
chr1	149571	149572	35	0.7767	non-DMR
chr1	149602	149603	25	0.5893	non-DMR
chr1	149617	149618	30	0.5885	non-DMR
chr1	149667	149668	20	0.6912	non-DMR
chr1	149714	149715	28	0.642	non-DMR
chr1	149733	149734	34	0.7143	non-DMR
chr1	149759	149760	25	0.6906	non-DMR
chr1	149774	149775	23	0.5127	non-DMR
chr1	149824	149825	28	0.8174	non-DMR
chr1	149856	149857	31	0.4921	non-DMR
chr1	149871	149872	38	0.5354	non-DMR
chr1	149896	149897	30	0.4723	non-DMR
chr1	149917	149918	20	0.5063	non-DMR
chr1	150017	150018	28	0.7873	non-DMR
chr1	150117	150118	29	0.7182	non-DMR
chr1	150217	150218	27	0.7431	non-DMR
chr1	150267	150268	33	0.7509	non-DMR
chr1	150367	150368	34	0.6198	non-DMR
chr1	150427	150428	30	0.6788	flank-DMR
chr1	150451	150452	32	0.6322	flank-DMR
chr1	150457	150458	37	0.5795	good-DMR
chr1	150481	150482	28	0.4176	good-DMR
chr1	150521	150522	27	0.6526	good-DMR
chr1	150550	150551	30	0.6921	good-DMR
chr1	150600	150601	44	0.6438	good-DMR
chr1	150615	150616	36	0.6096	good-DMR
chr1	150631	150632	36	0.6186	good-DMR
chr1	150665	150666	40	0.4201	good-DMR
chr1	150680	150681	26	0.3846	good-DMR
chr1	150695	150696	27	0.6219	good-DMR
chr1	150710	150711	37	0.6768	good-DMR
chr1	150741	150742	30	0.3753	good-DMR
chr1	150764	150765	31	0.4235	good-DMR
chr1	150779	150780	26	0.3895	good-DMR
chr1	150811	150812	26	0.4529	good-DMR
chr1	150855	150856	30	0.4767	good-DMR
chr1	150870	150871	30	0.4914	good-DMR
chr1	150898	150899	33	0.557	good-DMR
chr1	150931	150932	24	0.6381	good-DMR
chr1	150971	150972	31	0.5806	good-DMR
chr1	150986	150987	31	0.4273	good-DMR
chr1	151004	151005	38	0.5524	good-DMR
chr1	151032	151033	29	0.625	good-DMR
chr1	151061	151062	22	0.5746	good-DMR
chr1	151099	151100	26	0.5969	good-DMR
chr1	151199	151200	20	0.6426	good-DMR
chr1	151276	151277	29	0.4728	good-DMR
chr1	151356	151357	31	0.5827	good-DMR
chr1	151439	151440	31	0.7259	good-DMR
chr1	151489	151490	26	0.6432	good-DMR
chr1	151572	151573	36	0.5562	good-DMR
chr1	151672	151673	29	0.5216	good-DMR
chr1	151722	151723	30	0.6869	good-DMR
chr1	151734	151735	26	0.9128	flank-DMR
chr1	151814	151815	31	1.0	flank-DMR
chr1	151874	151875	29	0.8552	flank-DMR
chr1	151900	151901	26	0.6855	flank-DMR
chr1	151922	151923	29	0.7622	flank-DMR
chr1	151942	151943	28	0.7469	flank-DMR
chr1	151950	151951	35	0.7104	flank-DMR
chr1	151962	151963	29	0.5744	flank-DMR
chr1	152104	152105	27	0.9217	flank-DMR
chr1	152124	152125	33	0.8143	flank-DMR
chr1	152158	152159	31	0.2137	non-DMR
chr1	152181	152182	32	0.099	non-DMR
chr1	152202	152203	33	0.0445	non-DMR
chr1	152229	152230	37	0.1327	non-DMR
chr1	152262	152263	21	0.151	non-DMR
chr1	152306	152307	27	0.1891	non-DMR
chr1	152323	152324	24	0.1819	non-DMR
chr1	152352	152353	30	0.0228	non-DMR
chr1	152402	152403	37	0.0856	non-DMR
chr1	152427	152428	25	0.1736	non-DMR
chr1	152457	152458	28	0.2278	non-DMR
chr1	152476	152477	28	0.061	non-DMR
chr1	152518	152519	35	0.0174	non-DMR
chr1	152539	152540	29	0.0675	non-DMR
chr1	152589	152590	33	0.2139	non-DMR
chr1	152612	152613	32	0.1833	non-DMR
chr1	152617	152618	26	0.1967	non-DMR
chr1	152717	152718	30	0.2626	non-DMR
chr1	152817	152818	38	0.071	non-DMR
chr1	152867	152868	31	0.0704	non-DMR
chr1	152967	152968	25	0.1965	non-DMR
chr1	153067	153068	28	0.1545	non-DMR
chr1	153099	153100	30	0.0	flank-DMR
chr1	153112	153113	27	0.286	non-DMR
chr1	153139	153140	33	0.3715	non-DMR
chr1	153162	153163	31	0.1	non-DMR
chr1	153208	153209	23	0.0893	non-DMR
chr1	153240	153241	30	0.075	non-DMR
chr1	153256	153257	32	0.0778	non-DMR
chr1	153289	153290	33	0.2533	non-DMR
chr1	153313	153314	38	0.1614	non-DMR
chr1	153337	153338	33	0.194	non-DMR
