assembly	position	strand	class	mc	h
1	144282	+	CG	1	35
1	144326	+	CG	5	29
1	144386	+	CG	7	34
1	144436	+	CG	1	24
1	144518	+	CG	6	33
1	144734	+	CG	5	32
1	144742	+	CG	4	30
1	144768	+	CG	11	32
1	144773	+	CG	35	35
1	144802	+	CG	23	28
1	144827	+	CG	25	29
1	144877	+	CG	25	29
1	144894	+	CG	25	33
1	144944	+	CG	25	28
1	144994	+	CG	14	22
1	145012	+	CG	33	35
1	145027	+	CG	14	20
1	145062	+	CG	23	27
1	145093	+	CG	30	41
1	145143	+	CG	25	26
1	145160	+	CG	15	22
1	145194	+	CG	15	25
1	145231	+	CG	19	33
1	145263	+	CG	16	29
1	145288	+	CG	20	27
1	145302	+	CG	16	25
1	145402	+	CG	24	39
1	145452	+	CG	23	38
1	145552	+	CG	18	23
1	145626	+	CG	19	28
1	145676	+	CG	26	34
1	145728	+	CG	22	26
1	145820	+	CG	23	28
1	145930	+	CG	28	33
1	145976	+	CG	27	32
1	146104	+	CG	20	28
1	146164	+	CG	31	34
1	146210	+	CG	22	27
1	146264	+	CG	24	27
1	146295	+	CG	18	27
1	146322	+	CG	23	30
1	146347	+	CG	18	25
1	146385	+	CG	20	37
1	146408	+	CG	23	33
1	146442	+	CG	22	31
1	146471	+	CG	22	30
1	146487	+	CG	28	35
1	146537	+	CG	25	34
1	146562	+	CG	28	32
1	146599	+	CG	20	27
1	146619	+	CG	19	23
1	146634	+	CG	26	35
1	146714	+	CG	19	31
1	146747	+	CG	21	29
1	146778	+	CG	11	19
1	146827	+	CG	17	30
1	146927	+	CG	21	32
1	147027	+	CG	6	13
1	147097	+	CG	30	40
1	147186	+	CG	19	29
1	147286	+	CG	26	32
1	147370	+	CG	19	23
1	147409	+	CG	18	29
1	147435	+	CG	33	42
1	147452	+	CG	14	18
1	147480	+	CG	29	35
1	147500	+	CG	24	31
1	147518	+	CG	17	27
1	147568	+	CG	18	27
1	147610	+	CG	30	38
1	147629	+	CG	18	23
1	147677	+	CG	34	36
1	147712	+	CG	18	24
1	147738	+	CG	28	34
1	147788	+	CG	26	31
1	147823	+	CG	22	29
1	147873	+	CG	14	26
1	147881	+	CG	32	41
1	147981	+	CG	28	31
1	148033	+	CG	24	32
1	148105	+	CG	27	30
1	148205	+	CG	28	34
1	148305	+	CG	20	34
1	148333	+	CG	27	29
1	148389	+	CG	21	31
1	148399	+	CG	24	34
1	148435	+	CG	27	32
1	148478	+	CG	11	37
1	148520	+	CG	10	36
1	148552	+	CG	5	26
1	148567	+	CG	23	27
1	148617	+	CG	33	33
1	148666	+	CG	6	19
1	148700	+	CG	27	31
1	148727	+	CG	24	34
1	148749	+	CG	7	23
1	148793	+	CG	9	30
1	148808	+	CG	16	25
1	148844	+	CG	15	28
1	148855	+	CG	9	31
1	148905	+	CG	9	30
1	149005	+	CG	28	29
1	149105	+	CG	9	31
1	149205	+	CG	24	24
1	149305	+	CG	18	33
1	149361	+	CG	31	35
1	149391	+	CG	30	41
1	149416	+	CG	18	30
1	149466	+	CG	23	30
1	149481	+	CG	21	34
1	149501	+	CG	13	25
1	149532	+	CG	20	37
1	149556	+	CG	13	27
1	149571	+	CG	27	36
1	149602	+	CG	16	29
1	149617	+	CG	13	24
1	149667	+	CG	18	30
1	149714	+	CG	17	27
1	149733	+	CG	16	32
1	149759	+	CG	23	38
1	149774	+	CG	14	32
1	149824	+	CG	22	29
1	149856	+	CG	18	33
1	149871	+	CG	16	31
1	149896	+	CG	12	23
1	149917	+	CG	18	39
1	150017	+	CG	17	22
1	150117	+	CG	17	30
1	150217	+	CG	19	30
1	150267	+	CG	31	38
1	150367	+	CG	20	31
1	150427	+	CG	21	29
1	150451	+	CG	20	30
1	150457	+	CG	18	31
1	150481	+	CG	11	23
1	150521	+	CG	25	37
1	150550	+	CG	21	29
1	150600	+	CG	16	31
1	150615	+	CG	15	25
1	150631	+	CG	14	28
1	150665	+	CG	14	31
1	150680	+	CG	7	16
1	150695	+	CG	12	21
1	150710	+	CG	19	29
1	150741	+	CG	12	32
1	150764	+	CG	14	36
1	150779	+	CG	9	27
1	150811	+	CG	16	35
1	150855	+	CG	13	26
1	150870	+	CG	10	23
1	150898	+	CG	14	28
1	150931	+	CG	19	31
1	150971	+	CG	18	31
1	150986	+	CG	19	37
1	151004	+	CG	21	38
1	151032	+	CG	15	28
1	151061	+	CG	12	23
1	151099	+	CG	16	26
1	151199	+	CG	16	28
1	151276	+	CG	11	27
1	151356	+	CG	19	28
1	151439	+	CG	17	34
1	151489	+	CG	17	27
1	151572	+	CG	15	30
1	151672	+	CG	12	21
1	151722	+	CG	14	31
1	151734	+	CG	13	15
1	151814	+	CG	32	34
1	151874	+	CG	33	39
1	151900	+	CG	20	28
1	151922	+	CG	18	23
1	151942	+	CG	17	23
1	151950	+	CG	26	34
1	151962	+	CG	14	31
1	152104	+	CG	29	37
1	152124	+	CG	20	30
1	152158	+	CG	5	32
1	152181	+	CG	4	32
1	152202	+	CG	3	29
1	152229	+	CG	3	30
1	152262	+	CG	7	39
1	152306	+	CG	6	30
1	152323	+	CG	7	23
1	152352	+	CG	2	26
1	152402	+	CG	0	25
1	152427	+	CG	5	33
1	152457	+	CG	2	25
1	152476	+	CG	2	28
1	152518	+	CG	1	31
1	152539	+	CG	3	27
1	152589	+	CG	1	23
1	152612	+	CG	6	34
1	152617	+	CG	6	39
1	152717	+	CG	4	23
1	152817	+	CG	2	23
1	152867	+	CG	1	28
1	152967	+	CG	2	30
1	153067	+	CG	0	28
1	153099	+	CG	1	35
1	153112	+	CG	5	34
1	153139	+	CG	5	27
1	153162	+	CG	2	26
1	153208	+	CG	7	32
1	153240	+	CG	2	29
1	153256	+	CG	1	24
1	153289	+	CG	3	20
1	153313	+	CG	2	31
1	153337	+	CG	3	26
1	153379	+	CG	5	37
1	153405	+	CG	2	35
1	153437	+	CG	3	22
1	153478	+	CG	8	36
1	153508	+	CG	4	21
1	153523	+	CG	1	24
1	153573	+	CG	4	34
1	153588	+	CG	1	22
1	153602	+	CG	4	27
1	153681	+	CG	0	26
1	153778	+	CG	7	28
1	153828	+	CG	8	33
1	153928	+	CG	3	28
1	154028	+	CG	4	40
1	154058	+	CG	2	31
1	154063	+	CG	19	39
1	154086	+	CG	11	25
1	154128	+	CG	12	29
1	154178	+	CG	10	32
1	154198	+	CG	9	25
1	154213	+	CG	18	35
1	154244	+	CG	12	26
1	154282	+	CG	11	33
1	154301	+	CG	15	31
1	154329	+	CG	11	25
1	154349	+	CG	19	30
1	154364	+	CG	14	27
1	154398	+	CG	10	22
1	154428	+	CG	14	34
1	154445	+	CG	19	35
1	154464	+	CG	15	30
1	154489	+	CG	4	14
1	154517	+	CG	14	35
1	154532	+	CG	16	32
1	154538	+	CG	9	27
1	154638	+	CG	16	33
1	154738	+	CG	12	22
1	154818	+	CG	14	35
1	154918	+	CG	18	35
1	155006	+	CG	12	25
1	155170	+	CG	6	31
1	155178	+	CG	0	31
1	155190	+	CG	3	26
1	155196	+	CG	4	38
1	155214	+	CG	1	26
1	155239	+	CG	16	23
1	155281	+	CG	24	35
1	155309	+	CG	25	32
1	155359	+	CG	35	40
1	155374	+	CG	25	30
1	155389	+	CG	21	25
1	155431	+	CG	24	29
1	155446	+	CG	18	26
1	155479	+	CG	32	36
1	155503	+	CG	16	22
1	155553	+	CG	29	33
1	155584	+	CG	26	31
1	155607	+	CG	19	25
1	155657	+	CG	15	22
1	155698	+	CG	24	27
1	155715	+	CG	27	35
1	155727	+	CG	20	29
1	155827	+	CG	23	34
1	155927	+	CG	21	31
1	156027	+	CG	23	34
1	156127	+	CG	32	39
1	156133	+	CG	23	30
1	156171	+	CG	27	32
1	156218	+	CG	21	33
1	156248	+	CG	15	21
1	156271	+	CG	18	29
1	156287	+	CG	26	33
1	156334	+	CG	14	30
1	156384	+	CG	20	31
1	156401	+	CG	18	24
1	156451	+	CG	21	33
1	156485	+	CG	18	36
1	156530	+	CG	27	36
1	156580	+	CG	26	36
1	156596	+	CG	22	27
1	156614	+	CG	20	27
1	156641	+	CG	19	27
1	156661	+	CG	14	29
1	156682	+	CG	13	26
1	156724	+	CG	20	37
1	156824	+	CG	21	42
1	156924	+	CG	20	30
1	157024	+	CG	17	23
1	157095	+	CG	17	22
1	157195	+	CG	18	25
1	157227	+	CG	16	27
1	157251	+	CG	20	29
1	157281	+	CG	21	29
1	157319	+	CG	16	31
1	157338	+	CG	17	26
1	157354	+	CG	22	36
1	157383	+	CG	23	38
1	157410	+	CG	24	34
1	157447	+	CG	18	26
1	157462	+	CG	17	29
1	157489	+	CG	17	30
1	157508	+	CG	28	33
1	157558	+	CG	18	30
1	157595	+	CG	25	31
1	157618	+	CG	29	37
1	157668	+	CG	19	29
1	157692	+	CG	13	22
1	157720	+	CG	16	20
1	157754	+	CG	13	23
1	157801	+	CG	21	26
1	157831	+	CG	22	34
1	157847	+	CG	12	25
1	157926	+	CG	19	29
1	157982	+	CG	18	26
1	158082	+	CG	19	30
1	158165	+	CG	25	33
1	158265	+	CG	17	29
1	158365	+	CG	16	21
1	158419	+	CG	24	31
1	158433	+	CG	20	30
1	158448	+	CG	14	22
1	158464	+	CG	23	27
1	158489	+	CG	21	31
1	158539	+	CG	19	32
1	158570	+	CG	16	32
1	158611	+	CG	22	27
1	158640	+	CG	18	24
1	158661	+	CG	29	37
1	158686	+	CG	20	29
1	158707	+	CG	16	24
1	158724	+	CG	15	27
1	158767	+	CG	29	39
1	158793	+	CG	20	29
1	158812	+	CG	16	26
1	158845	+	CG	26	36
1	158886	+	CG	22	31
1	158946	+	CG	21	33
1	159046	+	CG	17	25
1	159146	+	CG	29	34
1	159246	+	CG	15	29
1	159393	+	CG	19	31
1	159405	+	CG	23	29
1	159419	+	CG	24	29
1	159435	+	CG	21	30
1	159450	+	CG	26	37
1	159466	+	CG	27	36
1	159484	+	CG	26	28
1	159503	+	CG	21	33
1	159542	+	CG	18	33
1	159590	+	CG	25	33
1	159608	+	CG	18	27
1	159623	+	CG	29	34
1	159668	+	CG	17	29
1	159717	+	CG	15	36
1	159767	+	CG	14	24
1	159788	+	CG	26	34
1	159805	+	CG	29	35
1	159851	+	CG	9	22
1	159901	+	CG	17	31
1	159932	+	CG	20	30
1	159982	+	CG	22	25
1	159984	+	CG	21	24
1	160064	+	CG	29	34
1	160164	+	CG	20	34
1	160264	+	CG	13	26
1	160364	+	CG	26	43
1	160420	+	CG	18	24
1	160498	+	CG	13	31
1	160548	+	CG	16	34
1	160609	+	CG	20	32
1	160625	+	CG	3	30
1	160640	+	CG	4	18
1	160689	+	CG	3	42
1	160739	+	CG	2	24
1	160758	+	CG	2	29
1	160777	+	CG	2	33
1	160795	+	CG	4	32
1	160832	+	CG	4	26
1	160882	+	CG	4	42
1	160897	+	CG	2	27
1	160915	+	CG	4	18
1	160939	+	CG	1	20
1	160971	+	CG	6	26
1	161001	+	CG	3	36
1	161033	+	CG	6	30
1	161049	+	CG	3	37
1	161069	+	CG	1	29
1	161099	+	CG	8	36
1	161145	+	CG	0	22
1	161163	+	CG	0	24
1	161196	+	CG	2	29
1	161218	+	CG	2	27
1	161234	+	CG	2	24
1	161249	+	CG	1	33
1	161349	+	CG	2	30
1	161417	+	CG	6	28
1	161517	+	CG	2	30
1	161567	+	CG	4	30
1	161667	+	CG	1	38
1	161762	+	CG	3	24
1	161862	+	CG	2	23
1	161872	+	CG	2	23
1	161884	+	CG	3	31
1	161929	+	CG	8	32
1	161979	+	CG	2	34
1	162000	+	CG	9	29
1	162031	+	CG	8	27
1	162081	+	CG	6	25
1	162118	+	CG	11	30
1	162158	+	CG	6	30
1	162187	+	CG	10	31
1	162211	+	CG	8	34
1	162246	+	CG	8	28
1	162278	+	CG	8	39
1	162318	+	CG	6	26
1	162368	+	CG	11	32
1	162380	+	CG	9	30
1	162453	+	CG	6	31
1	162513	+	CG	4	32
1	162613	+	CG	6	33
1	162713	+	CG	4	30
1	162794	+	CG	6	26
1	162878	+	CG	0	26
1	162904	+	CG	30	37
1	162945	+	CG	20	30
1	162962	+	CG	21	33
1	162979	+	CG	15	26
1	163019	+	CG	15	29
1	163039	+	CG	16	22
1	163089	+	CG	23	29
1	163115	+	CG	22	31
1	163161	+	CG	24	31
1	163182	+	CG	32	42
1	163204	+	CG	15	19
1	163219	+	CG	24	33
1	163243	+	CG	18	24
1	163263	+	CG	15	23
1	163278	+	CG	18	28
1	163307	+	CG	21	27
1	163357	+	CG	20	30
1	163378	+	CG	15	25
1	163405	+	CG	17	23
1	163435	+	CG	12	19
1	163535	+	CG	19	23
1	163611	+	CG	25	34
1	163661	+	CG	23	28
1	163735	+	CG	21	31
1	163794	+	CG	17	24
1	163858	+	CG	21	30
1	163937	+	CG	21	31
1	163959	+	CG	28	31
1	163964	+	CG	15	31
1	163980	+	CG	14	31
1	164008	+	CG	18	36
1	164040	+	CG	12	30
1	164073	+	CG	16	26
1	164119	+	CG	17	35
1	164169	+	CG	14	25
1	164202	+	CG	17	41
1	164232	+	CG	12	29
1	164247	+	CG	11	26
1	164271	+	CG	12	27
1	164321	+	CG	8	32
1	164340	+	CG	10	24
1	164390	+	CG	21	37
1	164406	+	CG	17	30
1	164445	+	CG	18	29
1	164479	+	CG	11	32
1	164499	+	CG	11	26
1	164514	+	CG	8	27
1	164541	+	CG	8	25
1	164637	+	CG	11	24
1	164737	+	CG	13	32
1	164837	+	CG	12	29
1	164888	+	CG	11	17
1	164938	+	CG	13	29
1	165038	+	CG	11	26
1	165058	+	CG	40	40
1	165094	+	CG	22	25
1	165156	+	CG	31	39
1	165172	+	CG	30	38
1	165288	+	CG	29	31
1	165332	+	CG	25	25
1	165490	+	CG	22	34
1	165504	+	CG	20	24
1	165536	+	CG	20	25
1	165563	+	CG	12	30
1	165612	+	CG	22	34
1	165653	+	CG	18	28
1	165703	+	CG	25	40
1	165729	+	CG	21	31
1	165770	+	CG	12	33
1	165820	+	CG	22	33
1	165844	+	CG	8	20
1	165884	+	CG	17	32
1	165934	+	CG	19	33
1	165972	+	CG	19	31
1	165988	+	CG	14	33
1	166034	+	CG	14	33
1	166066	+	CG	18	32
1	166116	+	CG	18	38
1	166216	+	CG	18	34
1	166316	+	CG	14	27
1	166416	+	CG	19	35
1	166504	+	CG	30	45
1	166536	+	CG	23	35
1	166598	+	CG	10	21
1	166616	+	CG	23	30
1	166637	+	CG	27	30
1	166673	+	CG	26	32
1	166693	+	CG	21	28
1	166734	+	CG	24	28
1	166765	+	CG	18	27
1	166813	+	CG	20	22
1	166841	+	CG	24	26
1	166879	+	CG	23	33
1	166894	+	CG	23	31
1	166909	+	CG	19	26
1	166929	+	CG	23	25
1	166964	+	CG	24	30
1	166984	+	CG	20	27
1	167027	+	CG	29	35
1	167050	+	CG	30	33
1	167126	+	CG	31	34
1	167226	+	CG	22	27
1	167303	+	CG	30	34
1	167403	+	CG	24	28
1	167477	+	CG	27	35
1	167529	+	CG	31	31
1	167562	+	CG	25	36
1	167600	+	CG	30	30
1	167650	+	CG	19	23
1	167665	+	CG	24	31
1	167681	+	CG	28	32
1	167712	+	CG	21	27
1	167727	+	CG	26	36
1	167758	+	CG	28	37
1	167808	+	CG	26	29
1	167839	+	CG	23	28
1	167889	+	CG	29	33
1	167925	+	CG	22	31
1	167959	+	CG	25	33
1	168009	+	CG	30	31
1	168101	+	CG	23	26
1	168201	+	CG	22	29
1	168301	+	CG	32	35
1	168395	+	CG	22	31
1	168401	+	CG	27	34
1	168406	+	CG	6	34
1	168421	+	CG	13	30
1	168442	+	CG	8	31
1	168457	+	CG	13	29
1	168507	+	CG	13	23
1	168533	+	CG	18	32
1	168564	+	CG	7	28
1	168579	+	CG	9	30
1	168598	+	CG	12	32
1	168628	+	CG	12	28
1	168643	+	CG	7	32
1	168688	+	CG	12	30
1	168720	+	CG	8	24
1	168744	+	CG	8	30
1	168773	+	CG	13	27
1	168795	+	CG	5	20
1	168810	+	CG	10	25
1	168843	+	CG	9	30
1	168858	+	CG	8	22
1	168863	+	CG	12	32
1	168963	+	CG	14	25
1	169053	+	CG	15	34
1	169153	+	CG	10	31
1	169204	+	CG	10	30
1	169254	+	CG	7	33
1	169288	+	CG	14	28
1	169336	+	CG	19	30
1	169368	+	CG	15	29
1	169600	+	CG	10	23
1	169686	+	CG	15	26
1	169716	+	CG	11	25
1	169724	+	CG	20	32
1	169734	+	CG	17	31
1	169777	+	CG	23	34
1	169799	+	CG	23	33
1	169887	+	CG	24	33
1	169920	+	CG	24	40
1	169945	+	CG	18	24
1	169978	+	CG	19	25
1	170028	+	CG	20	30
1	170043	+	CG	22	32
1	170060	+	CG	19	31
1	170110	+	CG	18	30
1	170125	+	CG	21	29
1	170139	+	CG	21	33
1	170239	+	CG	29	40
1	170339	+	CG	18	31
1	170404	+	CG	16	28
1	170504	+	CG	15	32
1	170614	+	CG	24	25
1	170658	+	CG	27	30
1	170766	+	CG	23	24
1	170778	+	CG	37	42
1	170830	+	CG	22	26
1	170928	+	CG	23	28
1	170930	+	CG	21	31
1	170984	+	CG	26	29
1	171029	+	CG	28	35
1	171054	+	CG	22	42
1	171082	+	CG	16	26
1	171110	+	CG	19	41
1	171152	+	CG	16	27
1	171172	+	CG	16	28
1	171196	+	CG	19	31
1	171211	+	CG	18	32
1	171229	+	CG	19	30
1	171256	+	CG	22	36
1	171280	+	CG	19	28
1	171295	+	CG	23	29
1	171334	+	CG	26	33
1	171353	+	CG	22	37
1	171368	+	CG	21	34
1	171404	+	CG	20	30
1	171450	+	CG	18	28
1	171465	+	CG	16	27
1	171507	+	CG	20	29
1	171534	+	CG	17	30
1	171541	+	CG	19	25
1	171592	+	CG	17	25
1	171683	+	CG	21	33
1	171778	+	CG	16	24
1	171878	+	CG	23	36
1	171978	+	CG	20	37
1	172014	+	CG	22	31
1	172020	+	CG	21	31
1	172070	+	CG	19	26
1	172110	+	CG	18	31
1	172129	+	CG	18	27
1	172144	+	CG	22	36
1	172194	+	CG	27	37
1	172221	+	CG	33	39
1	172254	+	CG	12	29
1	172286	+	CG	15	31
1	172326	+	CG	16	31
1	172341	+	CG	11	34
1	172376	+	CG	12	28
1	172397	+	CG	15	27
1	172423	+	CG	15	27
1	172446	+	CG	17	33
1	172466	+	CG	14	24
1	172481	+	CG	21	33
1	172503	+	CG	23	31
1	172540	+	CG	19	28
1	172573	+	CG	20	33
1	172673	+	CG	27	32
1	172723	+	CG	31	38
1	172823	+	CG	17	26
1	172923	+	CG	20	24
1	172975	+	CG	20	32
1	173025	+	CG	15	21
1	173125	+	CG	21	31
1	173195	+	CG	22	30
1	173267	+	CG	25	34
1	173289	+	CG	22	26
1	173299	+	CG	22	32
1	173357	+	CG	23	30
1	173491	+	CG	14	27
1	173529	+	CG	20	34
1	173569	+	CG	17	29
1	173599	+	CG	24	30
1	173630	+	CG	6	24
1	173646	+	CG	5	36
1	173666	+	CG	9	45
1	173704	+	CG	5	31
1	173735	+	CG	9	27
1	173767	+	CG	4	33
1	173789	+	CG	5	32
1	173818	+	CG	4	32
1	173857	+	CG	7	23
1	173875	+	CG	10	26
1	173907	+	CG	7	31
1	173922	+	CG	5	28
1	173972	+	CG	4	25
1	174002	+	CG	2	24
1	174052	+	CG	11	31
1	174066	+	CG	8	30
1	174166	+	CG	7	32
1	174255	+	CG	9	35
1	174332	+	CG	3	36
1	174432	+	CG	4	24
1	174496	+	CG	11	30
1	174498	+	CG	6	35
1	174503	+	CG	17	32
1	174537	+	CG	19	36
1	174579	+	CG	8	23
1	174595	+	CG	14	31
1	174628	+	CG	23	37
1	174678	+	CG	12	30
1	174696	+	CG	14	33
1	174714	+	CG	9	16
1	174748	+	CG	16	32
1	174763	+	CG	11	27
1	174796	+	CG	14	28
1	174824	+	CG	19	30
1	174874	+	CG	19	36
1	174919	+	CG	23	44
1	174957	+	CG	11	27
1	174995	+	CG	12	31
1	175011	+	CG	14	30
1	175014	+	CG	13	27
1	175114	+	CG	17	33
1	175191	+	CG	16	33
1	175241	+	CG	14	34
1	175331	+	CG	16	30
1	175431	+	CG	7	22
1	175517	+	CG	15	20
1	175519	+	CG	30	40
1	175609	+	CG	17	26
1	175703	+	CG	25	35
1	175721	+	CG	20	29
1	175727	+	CG	20	29
1	175871	+	CG	25	28
1	175921	+	CG	14	21
1	175933	+	CG	24	34
1	175964	+	CG	22	30
1	175979	+	CG	24	35
1	176000	+	CG	27	43
1	176029	+	CG	15	30
1	176052	+	CG	21	33
1	176102	+	CG	22	33
1	176152	+	CG	15	31
1	176177	+	CG	16	34
1	176209	+	CG	24	31
1	176224	+	CG	18	25
1	176253	+	CG	15	29
1	176303	+	CG	9	19
1	176325	+	CG	21	30
1	176351	+	CG	14	26
1	176366	+	CG	18	24
1	176389	+	CG	15	26
1	176404	+	CG	20	29
1	176419	+	CG	25	33
1	176469	+	CG	8	14
1	176478	+	CG	22	34
1	176578	+	CG	24	32
1	176654	+	CG	15	23
1	176723	+	CG	15	27
1	176823	+	CG	19	32
1	176923	+	CG	14	27
1	176977	+	CG	12	21
1	177003	+	CG	15	24
1	177067	+	CG	17	33
1	177091	+	CG	4	30
1	177126	+	CG	7	36
1	177147	+	CG	5	35
1	177197	+	CG	9	35
1	177216	+	CG	1	25
1	177250	+	CG	5	29
1	177268	+	CG	4	33
1	177286	+	CG	4	28
1	177301	+	CG	3	32
1	177336	+	CG	6	29
1	177357	+	CG	0	41
1	177379	+	CG	5	36
1	177416	+	CG	6	22
1	177466	+	CG	3	38
1	177496	+	CG	5	27
1	177523	+	CG	2	23
1	177551	+	CG	0	37
1	177584	+	CG	4	26
1	177618	+	CG	7	26
1	177632	+	CG	1	16
1	177690	+	CG	5	30
1	177740	+	CG	0	30
1	177806	+	CG	3	20
1	177884	+	CG	2	24
1	177934	+	CG	8	21
1	178034	+	CG	5	38
1	178134	+	CG	4	25
1	178222	+	CG	1	31
1	178266	+	CG	3	24
1	178290	+	CG	3	30
1	178305	+	CG	2	30
1	178328	+	CG	1	30
1	178361	+	CG	2	34
1	178403	+	CG	2	18
1	178423	+	CG	2	33
1	178455	+	CG	8	27
1	178479	+	CG	2	32
1	178517	+	CG	2	38
1	178543	+	CG	7	36
1	178581	+	CG	6	32
1	178609	+	CG	0	31
1	178658	+	CG	2	28
1	178706	+	CG	4	31
1	178756	+	CG	0	26
1	178855	+	CG	5	27
1	178926	+	CG	3	29
1	179026	+	CG	2	32
1	179076	+	CG	8	29
1	179082	+	CG	4	22
1	179092	+	CG	0	33
1	179140	+	CG	20	25
1	179167	+	CG	16	20
1	179197	+	CG	19	35
1	179225	+	CG	22	26
1	179275	+	CG	19	26
1	179300	+	CG	21	23
1	179328	+	CG	26	31
1	179378	+	CG	27	29
1	179402	+	CG	27	34
1	179426	+	CG	16	20
1	179471	+	CG	24	32
1	179511	+	CG	26	35
1	179526	+	CG	24	28
1	179541	+	CG	20	24
1	179579	+	CG	19	23
1	179597	+	CG	24	35
1	179633	+	CG	22	28
1	179654	+	CG	23	33
1	179672	+	CG	24	28
1	179772	+	CG	22	28
1	179822	+	CG	25	34
1	179922	+	CG	26	33
1	180022	+	CG	22	27
1	180122	+	CG	30	33
1	180195	+	CG	26	29
1	180223	+	CG	17	20
1	180229	+	CG	15	30
1	180303	+	CG	9	24
1	180323	+	CG	22	37
1	180343	+	CG	9	20
1	180389	+	CG	14	29
1	180435	+	CG	22	38
1	180469	+	CG	21	37
1	180491	+	CG	10	19
1	180508	+	CG	14	27
1	180526	+	CG	17	32
1	180555	+	CG	14	23
1	180599	+	CG	13	30
1	180614	+	CG	11	22
1	180644	+	CG	17	25
1	180670	+	CG	11	30
1	180686	+	CG	15	27
1	180688	+	CG	13	28
1	180767	+	CG	16	28
1	180867	+	CG	20	32
1	180917	+	CG	18	30
1	181017	+	CG	11	27
1	181096	+	CG	27	40
1	181240	+	CG	17	20
1	181370	+	CG	27	31
1	181384	+	CG	16	24
1	181502	+	CG	25	29
1	181552	+	CG	26	38
1	181562	+	CG	14	30
1	181567	+	CG	19	33
1	181582	+	CG	19	27
1	181599	+	CG	13	20
1	181636	+	CG	19	32
1	181686	+	CG	19	25
1	181736	+	CG	18	25
1	181756	+	CG	21	31
1	181795	+	CG	25	34
1	181821	+	CG	19	29
1	181845	+	CG	21	32
1	181883	+	CG	12	20
1	181919	+	CG	18	31
1	181934	+	CG	21	29
1	181960	+	CG	19	28
1	181991	+	CG	23	35
1	182025	+	CG	24	30
1	182075	+	CG	22	29
1	182106	+	CG	23	34
1	182114	+	CG	18	27
1	182203	+	CG	20	31
1	182293	+	CG	16	25
1	182393	+	CG	19	26
1	182493	+	CG	17	24
1	182593	+	CG	25	36
1	182607	+	CG	27	27
1	182759	+	CG	27	27
1	182819	+	CG	27	34
1	182885	+	CG	27	33
1	183073	+	CG	26	31
1	183082	+	CG	13	21
1	183125	+	CG	20	31
1	183140	+	CG	22	31
1	183183	+	CG	23	34
1	183229	+	CG	18	26
1	183273	+	CG	15	21
1	183291	+	CG	18	28
1	183316	+	CG	17	32
1	183351	+	CG	17	24
1	183380	+	CG	19	32
1	183403	+	CG	13	30
1	183428	+	CG	17	25
1	183455	+	CG	18	34
1	183505	+	CG	17	26
1	183526	+	CG	22	35
1	183548	+	CG	15	23
1	183598	+	CG	18	30
1	183625	+	CG	12	26
1	183635	+	CG	18	25
1	183735	+	CG	19	30
1	183788	+	CG	17	33
1	183888	+	CG	13	20
1	183988	+	CG	25	35
1	184052	+	CG	17	28
1	184152	+	CG	26	35
1	184168	+	CG	22	26
1	184228	+	CG	26	31
1	184248	+	CG	35	38
1	184258	+	CG	26	28
1	184266	+	CG	20	33
1	184306	+	CG	24	30
1	184350	+	CG	24	30
1	184358	+	CG	24	31
1	184446	+	CG	26	31
1	184488	+	CG	19	27
1	184510	+	CG	23	30
1	184526	+	CG	30	34
1	184568	+	CG	21	27
1	184618	+	CG	28	32
1	184645	+	CG	30	33
1	184685	+	CG	28	34
1	184711	+	CG	22	30
1	184746	+	CG	19	25
1	184796	+	CG	24	29
1	184826	+	CG	21	26
1	184854	+	CG	18	21
1	184884	+	CG	28	34
1	184916	+	CG	21	25
1	184955	+	CG	26	31
1	184998	+	CG	20	27
1	185019	+	CG	24	27
1	185047	+	CG	21	25
1	185056	+	CG	30	38
1	185149	+	CG	20	29
1	185206	+	CG	22	24
1	185306	+	CG	25	33
1	185406	+	CG	26	30
1	185506	+	CG	29	33
1	185573	+	CG	18	26
1	185585	+	CG	29	36
1	185587	+	CG	15	25
1	185623	+	CG	26	34
1	185651	+	CG	18	34
1	185675	+	CG	23	35
1	185693	+	CG	11	20
1	185733	+	CG	13	24
1	185769	+	CG	20	39
1	185800	+	CG	25	38
1	185831	+	CG	17	25
1	185846	+	CG	16	27
1	185896	+	CG	20	29
1	185922	+	CG	15	26
1	185952	+	CG	19	35
1	186002	+	CG	20	31
1	186021	+	CG	22	38
1	186048	+	CG	18	31
1	186078	+	CG	13	25
1	186125	+	CG	14	26
1	186152	+	CG	22	29
1	186175	+	CG	19	28
1	186225	+	CG	15	24
1	186315	+	CG	13	20
1	186411	+	CG	21	35
1	186511	+	CG	12	19
1	186607	+	CG	24	34
1	186707	+	CG	10	19
1	186725	+	CG	20	27
1	186771	+	CG	19	27
1	186793	+	CG	33	36
1	186843	+	CG	30	34
1	186885	+	CG	25	31
1	186909	+	CG	21	26
1	186959	+	CG	36	40
1	186980	+	CG	31	37
1	187011	+	CG	28	39
1	187029	+	CG	23	31
1	187056	+	CG	22	31
1	187085	+	CG	27	32
1	187111	+	CG	17	27
1	187127	+	CG	22	33
1	187151	+	CG	19	24
1	187171	+	CG	22	27
1	187200	+	CG	16	23
1	187230	+	CG	24	33
1	187237	+	CG	31	34
1	187293	+	CG	32	38
1	187393	+	CG	19	22
